id,km,BTR,spor,koerledning_pos,retur_pos
39637,1.123,81,Nordgaaende,81-001.123-K-2,81-001.123-R-2
39631,1.115,81,Nordgaaende,81-001.115-K-2,81-001.115-R-2
39625,1.107,81,Nordgaaende,81-001.107-K-2,81-001.107-R-2
39619,1.099,81,Nordgaaende,81-001.099-K-2,81-001.099-R-2
39613,1.091,81,Nordgaaende,81-001.091-K-2,81-001.091-R-2
39607,1.083,81,Nordgaaende,81-001.083-K-2,81-001.083-R-2
39601,1.074,81,Nordgaaende,81-001.074-K-2,81-001.074-R-2
39595,1.064,81,Nordgaaende,81-001.064-K-2,81-001.064-R-2
39589,1.053,81,Nordgaaende,81-001.053-K-2,81-001.053-R-2
39583,1.042,81,Nordgaaende,81-001.042-K-2,81-001.042-R-2
39577,1.031,81,Nordgaaende,81-001.031-K-2,81-001.031-R-2
39571,1.02,81,Nordgaaende,81-001.020-K-2,81-001.020-R-2
39565,1.009,81,Nordgaaende,81-001.009-K-2,81-001.009-R-2
39559,0.998,81,Nordgaaende,81-000.998-K-2,81-000.998-R-2
39553,0.987,81,Nordgaaende,81-000.987-K-2,81-000.987-R-2
39547,0.976,81,Nordgaaende,81-000.976-K-2,81-000.976-R-2
39541,0.965,81,Nordgaaende,81-000.965-K-2,81-000.965-R-2
39535,0.954,81,Nordgaaende,81-000.954-K-2,81-000.954-R-2
39529,0.943,81,Nordgaaende,81-000.943-K-2,81-000.943-R-2
39523,0.932,81,Nordgaaende,81-000.932-K-2,81-000.932-R-2
39517,0.921,81,Nordgaaende,81-000.921-K-2,81-000.921-R-2
39511,0.91,81,Nordgaaende,81-000.910-K-2,81-000.910-R-2
39505,0.899,81,Nordgaaende,81-000.899-K-2,81-000.899-R-2
39499,0.888,81,Nordgaaende,81-000.888-K-2,81-000.888-R-2
39493,0.877,81,Nordgaaende,81-000.877-K-2,81-000.877-R-2
39487,0.866,81,Nordgaaende,81-000.866-K-2,81-000.866-R-2
39481,0.855,81,Nordgaaende,81-000.855-K-2,81-000.855-R-2
39475,0.844,81,Nordgaaende,81-000.844-K-2,81-000.844-R-2
39469,0.833,81,Nordgaaende,81-000.833-K-2,81-000.833-R-2
39463,0.822,81,Nordgaaende,81-000.822-K-2,81-000.822-R-2
39457,0.811,81,Nordgaaende,81-000.811-K-2,81-000.811-R-2
39451,0.8,81,Nordgaaende,81-000.800-K-2,81-000.800-R-2
39445,0.789,81,Nordgaaende,81-000.789-K-2,81-000.789-R-2
39439,0.778,81,Nordgaaende,81-000.778-K-2,81-000.778-R-2
39433,0.767,81,Nordgaaende,81-000.767-K-2,81-000.767-R-2
39427,0.756,81,Nordgaaende,81-000.756-K-2,81-000.756-R-2
39421,0.745,81,Nordgaaende,81-000.745-K-2,81-000.745-R-2
39415,0.734,81,Nordgaaende,81-000.734-K-2,81-000.734-R-2
39409,0.723,81,Nordgaaende,81-000.723-K-2,81-000.723-R-2
39403,0.712,81,Nordgaaende,81-000.712-K-2,81-000.712-R-2
39397,0.701,81,Nordgaaende,81-000.701-K-2,81-000.701-R-2
39391,0.69,81,Nordgaaende,81-000.690-K-2,81-000.690-R-2
39385,0.679,81,Nordgaaende,81-000.679-K-2,81-000.679-R-2
39379,0.668,81,Nordgaaende,81-000.668-K-2,81-000.668-R-2
39373,0.657,81,Nordgaaende,81-000.657-K-2,81-000.657-R-2
39367,0.646,81,Nordgaaende,81-000.646-K-2,81-000.646-R-2
39361,0.635,81,Nordgaaende,81-000.635-K-2,81-000.635-R-2
39355,0.624,81,Nordgaaende,81-000.624-K-2,81-000.624-R-2
39349,0.613,81,Nordgaaende,81-000.613-K-2,81-000.613-R-2
39343,0.602,81,Nordgaaende,81-000.602-K-2,81-000.602-R-2
39337,0.591,81,Nordgaaende,81-000.591-K-2,81-000.591-R-2
39331,0.58,81,Nordgaaende,81-000.580-K-2,81-000.580-R-2
39325,0.569,81,Nordgaaende,81-000.569-K-2,81-000.569-R-2
39319,0.558,81,Nordgaaende,81-000.558-K-2,81-000.558-R-2
39313,0.547,81,Nordgaaende,81-000.547-K-2,81-000.547-R-2
39307,0.536,81,Nordgaaende,81-000.536-K-2,81-000.536-R-2
39301,0.526,81,Nordgaaende,81-000.526-K-2,81-000.526-R-2
39295,0.516,81,Nordgaaende,81-000.516-K-2,81-000.516-R-2
39289,0.507,81,Nordgaaende,81-000.507-K-2,81-000.507-R-2
39283,0.498,81,Nordgaaende,81-000.498-K-2,81-000.498-R-2
39277,0.49,81,Nordgaaende,81-000.490-K-2,81-000.490-R-2
39271,0.482,81,Nordgaaende,81-000.482-K-2,81-000.482-R-2
39265,0.475,81,Nordgaaende,81-000.475-K-2,81-000.475-R-2
39259,0.468,81,Nordgaaende,81-000.468-K-2,81-000.468-R-2
39253,0.462,81,Nordgaaende,81-000.462-K-2,81-000.462-R-2
39247,0.456,81,Nordgaaende,81-000.456-K-2,81-000.456-R-2
39241,0.451,81,Nordgaaende,81-000.451-K-2,81-000.451-R-2
39235,0.446,81,Nordgaaende,81-000.446-K-2,81-000.446-R-2
39229,0.442,81,Nordgaaende,81-000.442-K-2,81-000.442-R-2
39223,0.439,81,Nordgaaende,81-000.439-K-2,81-000.439-R-2
39217,0.436,81,Nordgaaende,81-000.436-K-2,81-000.436-R-2
39211,0.434,81,Nordgaaende,81-000.434-K-2,81-000.434-R-2
39205,0.433,81,Nordgaaende,81-000.433-K-2,81-000.433-R-2
38383,0.432,81,Nordgaaende,81-000.432-K-2,81-000.432-R-2
38377,0.431,81,Nordgaaende,81-000.431-K-2,81-000.431-R-2
38371,0.429,81,Nordgaaende,81-000.429-K-2,81-000.429-R-2
38365,0.426,81,Nordgaaende,81-000.426-K-2,81-000.426-R-2
38359,0.422,81,Nordgaaende,81-000.422-K-2,81-000.422-R-2
38353,0.417,81,Nordgaaende,81-000.417-K-2,81-000.417-R-2
38347,0.411,81,Nordgaaende,81-000.411-K-2,81-000.411-R-2
38341,0.404,81,Nordgaaende,81-000.404-K-2,81-000.404-R-2
38335,0.396,81,Nordgaaende,81-000.396-K-2,81-000.396-R-2
38329,0.386,81,Nordgaaende,81-000.386-K-2,81-000.386-R-2
38323,0.376,81,Nordgaaende,81-000.376-K-2,81-000.376-R-2
38317,0.365,81,Nordgaaende,81-000.365-K-2,81-000.365-R-2
38311,0.354,81,Nordgaaende,81-000.354-K-2,81-000.354-R-2
38305,0.343,81,Nordgaaende,81-000.343-K-2,81-000.343-R-2
38299,0.332,81,Nordgaaende,81-000.332-K-2,81-000.332-R-2
38293,0.321,81,Nordgaaende,81-000.321-K-2,81-000.321-R-2
38287,0.31,81,Nordgaaende,81-000.310-K-2,81-000.310-R-2
38281,0.299,81,Nordgaaende,81-000.299-K-2,81-000.299-R-2
38275,0.288,81,Nordgaaende,81-000.288-K-2,81-000.288-R-2
38269,0.277,81,Nordgaaende,81-000.277-K-2,81-000.277-R-2
38263,0.266,81,Nordgaaende,81-000.266-K-2,81-000.266-R-2
38257,0.255,81,Nordgaaende,81-000.255-K-2,81-000.255-R-2
38251,0.244,81,Nordgaaende,81-000.244-K-2,81-000.244-R-2
38245,0.233,81,Nordgaaende,81-000.233-K-2,81-000.233-R-2
38239,0.222,81,Nordgaaende,81-000.222-K-2,81-000.222-R-2
38233,0.211,81,Nordgaaende,81-000.211-K-2,81-000.211-R-2
38227,0.2,81,Nordgaaende,81-000.200-K-2,81-000.200-R-2
38221,0.189,81,Nordgaaende,81-000.189-K-2,81-000.189-R-2
38215,0.178,81,Nordgaaende,81-000.178-K-2,81-000.178-R-2
38209,0.167,81,Nordgaaende,81-000.167-K-2,81-000.167-R-2
38203,0.156,81,Nordgaaende,81-000.156-K-2,81-000.156-R-2
38197,0.145,81,Nordgaaende,81-000.145-K-2,81-000.145-R-2
38191,0.134,81,Nordgaaende,81-000.134-K-2,81-000.134-R-2
38185,0.123,81,Nordgaaende,81-000.123-K-2,81-000.123-R-2
38179,0.112,81,Nordgaaende,81-000.112-K-2,81-000.112-R-2
38173,0.101,81,Nordgaaende,81-000.101-K-2,81-000.101-R-2
38167,0.09,81,Nordgaaende,81-000.090-K-2,81-000.090-R-2
38161,0.079,81,Nordgaaende,81-000.079-K-2,81-000.079-R-2
38155,0.068,81,Nordgaaende,81-000.068-K-2,81-000.068-R-2
38149,0.057,81,Nordgaaende,81-000.057-K-2,81-000.057-R-2
38143,0.046,81,Nordgaaende,81-000.046-K-2,81-000.046-R-2
38137,0.035,81,Nordgaaende,81-000.035-K-2,81-000.035-R-2
38131,0.024,81,Nordgaaende,81-000.024-K-2,81-000.024-R-2
38125,0.013,81,Nordgaaende,81-000.013-K-2,81-000.013-R-2
38119,0.002,81,Nordgaaende,81-000.002-K-2,81-000.002-R-2
38113,0.009,82,Nordgaaende,82-000.009-K-2,82-000.009-R-2
38107,0.019,82,Nordgaaende,82-000.019-K-2,82-000.019-R-2
38101,0.029,82,Nordgaaende,82-000.029-K-2,82-000.029-R-2
38095,0.038,82,Nordgaaende,82-000.038-K-2,82-000.038-R-2
38089,0.047,82,Nordgaaende,82-000.047-K-2,82-000.047-R-2
38083,0.055,82,Nordgaaende,82-000.055-K-2,82-000.055-R-2
38077,0.062,82,Nordgaaende,82-000.062-K-2,82-000.062-R-2
38071,0.069,82,Nordgaaende,82-000.069-K-2,82-000.069-R-2
38065,0.075,82,Nordgaaende,82-000.075-K-2,82-000.075-R-2
38059,0.08,82,Nordgaaende,82-000.080-K-2,82-000.080-R-2
38053,0.085,82,Nordgaaende,82-000.085-K-2,82-000.085-R-2
38047,0.089,82,Nordgaaende,82-000.089-K-2,82-000.089-R-2
38041,0.092,82,Nordgaaende,82-000.092-K-2,82-000.092-R-2
38035,0.095,82,Nordgaaende,82-000.095-K-2,82-000.095-R-2
38029,0.097,82,Nordgaaende,82-000.097-K-2,82-000.097-R-2
38023,0.098,82,Nordgaaende,82-000.098-K-2,82-000.098-R-2
37891,0.099,82,Nordgaaende,82-000.099-K-2,82-000.099-R-2
37885,0.1,82,Nordgaaende,82-000.100-K-2,82-000.100-R-2
37879,0.101,82,Nordgaaende,82-000.101-K-2,82-000.101-R-2
37873,0.103,82,Nordgaaende,82-000.103-K-2,82-000.103-R-2
37867,0.106,82,Nordgaaende,82-000.106-K-2,82-000.106-R-2
37861,0.11,82,Nordgaaende,82-000.110-K-2,82-000.110-R-2
37855,0.115,82,Nordgaaende,82-000.115-K-2,82-000.115-R-2
37849,0.121,82,Nordgaaende,82-000.121-K-2,82-000.121-R-2
37843,0.128,82,Nordgaaende,82-000.128-K-2,82-000.128-R-2
37837,0.136,82,Nordgaaende,82-000.136-K-2,82-000.136-R-2
37831,0.145,82,Nordgaaende,82-000.145-K-2,82-000.145-R-2
37825,0.155,82,Nordgaaende,82-000.155-K-2,82-000.155-R-2
37819,0.166,82,Nordgaaende,82-000.166-K-2,82-000.166-R-2
37813,0.178,82,Nordgaaende,82-000.178-K-2,82-000.178-R-2
37807,0.191,82,Nordgaaende,82-000.191-K-2,82-000.191-R-2
37801,0.204,82,Nordgaaende,82-000.204-K-2,82-000.204-R-2
37795,0.218,82,Nordgaaende,82-000.218-K-2,82-000.218-R-2
37789,0.232,82,Nordgaaende,82-000.232-K-2,82-000.232-R-2
37783,0.246,82,Nordgaaende,82-000.246-K-2,82-000.246-R-2
37777,0.26,82,Nordgaaende,82-000.260-K-2,82-000.260-R-2
37771,0.274,82,Nordgaaende,82-000.274-K-2,82-000.274-R-2
37765,0.288,82,Nordgaaende,82-000.288-K-2,82-000.288-R-2
37759,0.302,82,Nordgaaende,82-000.302-K-2,82-000.302-R-2
37753,0.316,82,Nordgaaende,82-000.316-K-2,82-000.316-R-2
37747,0.33,82,Nordgaaende,82-000.330-K-2,82-000.330-R-2
37741,0.344,82,Nordgaaende,82-000.344-K-2,82-000.344-R-2
37735,0.358,82,Nordgaaende,82-000.358-K-2,82-000.358-R-2
37729,0.372,82,Nordgaaende,82-000.372-K-2,82-000.372-R-2
37723,0.386,82,Nordgaaende,82-000.386-K-2,82-000.386-R-2
37717,0.4,82,Nordgaaende,82-000.400-K-2,82-000.400-R-2
37711,0.414,82,Nordgaaende,82-000.414-K-2,82-000.414-R-2
37705,0.428,82,Nordgaaende,82-000.428-K-2,82-000.428-R-2
37699,0.442,82,Nordgaaende,82-000.442-K-2,82-000.442-R-2
37693,0.455,82,Nordgaaende,82-000.455-K-2,82-000.455-R-2
37687,0.468,82,Nordgaaende,82-000.468-K-2,82-000.468-R-2
37681,0.481,82,Nordgaaende,82-000.481-K-2,82-000.481-R-2
37675,0.494,82,Nordgaaende,82-000.494-K-2,82-000.494-R-2
37669,0.507,82,Nordgaaende,82-000.507-K-2,82-000.507-R-2
37663,0.52,82,Nordgaaende,82-000.520-K-2,82-000.520-R-2
37657,0.533,82,Nordgaaende,82-000.533-K-2,82-000.533-R-2
37651,0.546,82,Nordgaaende,82-000.546-K-2,82-000.546-R-2
37645,0.559,82,Nordgaaende,82-000.559-K-2,82-000.559-R-2
37639,0.572,82,Nordgaaende,82-000.572-K-2,82-000.572-R-2
37633,0.585,82,Nordgaaende,82-000.585-K-2,82-000.585-R-2
37627,0.598,82,Nordgaaende,82-000.598-K-2,82-000.598-R-2
37621,0.611,82,Nordgaaende,82-000.611-K-2,82-000.611-R-2
37615,0.624,82,Nordgaaende,82-000.624-K-2,82-000.624-R-2
37609,0.637,82,Nordgaaende,82-000.637-K-2,82-000.637-R-2
37603,0.65,82,Nordgaaende,82-000.650-K-2,82-000.650-R-2
37597,0.663,82,Nordgaaende,82-000.663-K-2,82-000.663-R-2
37591,0.676,82,Nordgaaende,82-000.676-K-2,82-000.676-R-2
37585,0.689,82,Nordgaaende,82-000.689-K-2,82-000.689-R-2
37579,0.702,82,Nordgaaende,82-000.702-K-2,82-000.702-R-2
37573,0.715,82,Nordgaaende,82-000.715-K-2,82-000.715-R-2
37567,0.728,82,Nordgaaende,82-000.728-K-2,82-000.728-R-2
37561,0.741,82,Nordgaaende,82-000.741-K-2,82-000.741-R-2
37555,0.754,82,Nordgaaende,82-000.754-K-2,82-000.754-R-2
37549,0.767,82,Nordgaaende,82-000.767-K-2,82-000.767-R-2
37543,0.78,82,Nordgaaende,82-000.780-K-2,82-000.780-R-2
37537,0.793,82,Nordgaaende,82-000.793-K-2,82-000.793-R-2
37531,0.806,82,Nordgaaende,82-000.806-K-2,82-000.806-R-2
37525,0.819,82,Nordgaaende,82-000.819-K-2,82-000.819-R-2
37519,0.832,82,Nordgaaende,82-000.832-K-2,82-000.832-R-2
37513,0.845,82,Nordgaaende,82-000.845-K-2,82-000.845-R-2
37507,0.858,82,Nordgaaende,82-000.858-K-2,82-000.858-R-2
37501,0.871,82,Nordgaaende,82-000.871-K-2,82-000.871-R-2
37495,0.884,82,Nordgaaende,82-000.884-K-2,82-000.884-R-2
37489,0.897,82,Nordgaaende,82-000.897-K-2,82-000.897-R-2
37483,0.91,82,Nordgaaende,82-000.910-K-2,82-000.910-R-2
37477,0.923,82,Nordgaaende,82-000.923-K-2,82-000.923-R-2
37471,0.936,82,Nordgaaende,82-000.936-K-2,82-000.936-R-2
37465,0.949,82,Nordgaaende,82-000.949-K-2,82-000.949-R-2
37459,0.962,82,Nordgaaende,82-000.962-K-2,82-000.962-R-2
37453,0.975,82,Nordgaaende,82-000.975-K-2,82-000.975-R-2
37447,0.988,82,Nordgaaende,82-000.988-K-2,82-000.988-R-2
37441,1.001,82,Nordgaaende,82-001.001-K-2,82-001.001-R-2
37435,1.014,82,Nordgaaende,82-001.014-K-2,82-001.014-R-2
37429,1.026,82,Nordgaaende,82-001.026-K-2,82-001.026-R-2
37423,1.038,82,Nordgaaende,82-001.038-K-2,82-001.038-R-2
37417,1.05,82,Nordgaaende,82-001.050-K-2,82-001.050-R-2
37411,1.061,82,Nordgaaende,82-001.061-K-2,82-001.061-R-2
37405,1.072,82,Nordgaaende,82-001.072-K-2,82-001.072-R-2
37399,1.083,82,Nordgaaende,82-001.083-K-2,82-001.083-R-2
37393,1.093,82,Nordgaaende,82-001.093-K-2,82-001.093-R-2
37387,1.102,82,Nordgaaende,82-001.102-K-2,82-001.102-R-2
37381,1.111,82,Nordgaaende,82-001.111-K-2,82-001.111-R-2
37375,1.119,82,Nordgaaende,82-001.119-K-2,82-001.119-R-2
37369,1.127,82,Nordgaaende,82-001.127-K-2,82-001.127-R-2
37363,1.134,82,Nordgaaende,82-001.134-K-2,82-001.134-R-2
37357,1.14,82,Nordgaaende,82-001.140-K-2,82-001.140-R-2
37351,1.146,82,Nordgaaende,82-001.146-K-2,82-001.146-R-2
37345,1.151,82,Nordgaaende,82-001.151-K-2,82-001.151-R-2
37339,1.155,82,Nordgaaende,82-001.155-K-2,82-001.155-R-2
37333,1.159,82,Nordgaaende,82-001.159-K-2,82-001.159-R-2
37327,1.162,82,Nordgaaende,82-001.162-K-2,82-001.162-R-2
37321,1.164,82,Nordgaaende,82-001.164-K-2,82-001.164-R-2
37315,1.166,82,Nordgaaende,82-001.166-K-2,82-001.166-R-2
37309,1.167,82,Nordgaaende,82-001.167-K-2,82-001.167-R-2
37303,1.168,82,Nordgaaende,82-001.168-K-2,82-001.168-R-2
37105,1.169,82,Nordgaaende,82-001.169-K-2,82-001.169-R-2
37099,1.17,82,Nordgaaende,82-001.170-K-2,82-001.170-R-2
37093,1.172,82,Nordgaaende,82-001.172-K-2,82-001.172-R-2
37087,1.175,82,Nordgaaende,82-001.175-K-2,82-001.175-R-2
37081,1.178,82,Nordgaaende,82-001.178-K-2,82-001.178-R-2
37075,1.182,82,Nordgaaende,82-001.182-K-2,82-001.182-R-2
37069,1.187,82,Nordgaaende,82-001.187-K-2,82-001.187-R-2
37063,1.193,82,Nordgaaende,82-001.193-K-2,82-001.193-R-2
37057,1.2,82,Nordgaaende,82-001.200-K-2,82-001.200-R-2
37051,1.208,82,Nordgaaende,82-001.208-K-2,82-001.208-R-2
37045,1.218,82,Nordgaaende,82-001.218-K-2,82-001.218-R-2
37039,1.229,82,Nordgaaende,82-001.229-K-2,82-001.229-R-2
37033,1.241,82,Nordgaaende,82-001.241-K-2,82-001.241-R-2
37027,1.254,82,Nordgaaende,82-001.254-K-2,82-001.254-R-2
37021,1.268,82,Nordgaaende,82-001.268-K-2,82-001.268-R-2
37015,1.282,82,Nordgaaende,82-001.282-K-2,82-001.282-R-2
37009,1.297,82,Nordgaaende,82-001.297-K-2,82-001.297-R-2
37003,1.312,82,Nordgaaende,82-001.312-K-2,82-001.312-R-2
36997,1.327,82,Nordgaaende,82-001.327-K-2,82-001.327-R-2
36991,1.342,82,Nordgaaende,82-001.342-K-2,82-001.342-R-2
36985,1.357,82,Nordgaaende,82-001.357-K-2,82-001.357-R-2
36979,1.373,82,Nordgaaende,82-001.373-K-2,82-001.373-R-2
36973,1.389,82,Nordgaaende,82-001.389-K-2,82-001.389-R-2
36967,1.405,82,Nordgaaende,82-001.405-K-2,82-001.405-R-2
36961,1.421,82,Nordgaaende,82-001.421-K-2,82-001.421-R-2
36955,1.437,82,Nordgaaende,82-001.437-K-2,82-001.437-R-2
36949,1.453,82,Nordgaaende,82-001.453-K-2,82-001.453-R-2
36943,1.469,82,Nordgaaende,82-001.469-K-2,82-001.469-R-2
36937,1.485,82,Nordgaaende,82-001.485-K-2,82-001.485-R-2
36931,1.501,82,Nordgaaende,82-001.501-K-2,82-001.501-R-2
36925,1.517,82,Nordgaaende,82-001.517-K-2,82-001.517-R-2
36919,1.533,82,Nordgaaende,82-001.533-K-2,82-001.533-R-2
36913,1.549,82,Nordgaaende,82-001.549-K-2,82-001.549-R-2
36907,1.565,82,Nordgaaende,82-001.565-K-2,82-001.565-R-2
36901,1.581,82,Nordgaaende,82-001.581-K-2,82-001.581-R-2
36895,1.597,82,Nordgaaende,82-001.597-K-2,82-001.597-R-2
36889,1.613,82,Nordgaaende,82-001.613-K-2,82-001.613-R-2
36883,1.629,82,Nordgaaende,82-001.629-K-2,82-001.629-R-2
36877,1.645,82,Nordgaaende,82-001.645-K-2,82-001.645-R-2
36871,1.661,82,Nordgaaende,82-001.661-K-2,82-001.661-R-2
36865,1.677,82,Nordgaaende,82-001.677-K-2,82-001.677-R-2
36859,1.693,82,Nordgaaende,82-001.693-K-2,82-001.693-R-2
36853,1.709,82,Nordgaaende,82-001.709-K-2,82-001.709-R-2
36847,1.725,82,Nordgaaende,82-001.725-K-2,82-001.725-R-2
36841,1.741,82,Nordgaaende,82-001.741-K-2,82-001.741-R-2
36835,1.756,82,Nordgaaende,82-001.756-K-2,82-001.756-R-2
36829,1.771,82,Nordgaaende,82-001.771-K-2,82-001.771-R-2
36823,1.786,82,Nordgaaende,82-001.786-K-2,82-001.786-R-2
36817,1.801,82,Nordgaaende,82-001.801-K-2,82-001.801-R-2
36811,1.816,82,Nordgaaende,82-001.816-K-2,82-001.816-R-2
36805,1.831,82,Nordgaaende,82-001.831-K-2,82-001.831-R-2
36799,1.846,82,Nordgaaende,82-001.846-K-2,82-001.846-R-2
36793,1.861,82,Nordgaaende,82-001.861-K-2,82-001.861-R-2
36787,1.876,82,Nordgaaende,82-001.876-K-2,82-001.876-R-2
36781,1.891,82,Nordgaaende,82-001.891-K-2,82-001.891-R-2
36775,1.906,82,Nordgaaende,82-001.906-K-2,82-001.906-R-2
36769,1.921,82,Nordgaaende,82-001.921-K-2,82-001.921-R-2
36763,1.936,82,Nordgaaende,82-001.936-K-2,82-001.936-R-2
36757,1.951,82,Nordgaaende,82-001.951-K-2,82-001.951-R-2
36751,1.966,82,Nordgaaende,82-001.966-K-2,82-001.966-R-2
36745,1.981,82,Nordgaaende,82-001.981-K-2,82-001.981-R-2
36739,1.996,82,Nordgaaende,82-001.996-K-2,82-001.996-R-2
36733,2.011,82,Nordgaaende,82-002.011-K-2,82-002.011-R-2
36727,2.026,82,Nordgaaende,82-002.026-K-2,82-002.026-R-2
36721,2.041,82,Nordgaaende,82-002.041-K-2,82-002.041-R-2
36715,2.056,82,Nordgaaende,82-002.056-K-2,82-002.056-R-2
36709,2.071,82,Nordgaaende,82-002.071-K-2,82-002.071-R-2
36703,2.085,82,Nordgaaende,82-002.085-K-2,82-002.085-R-2
36697,2.099,82,Nordgaaende,82-002.099-K-2,82-002.099-R-2
36691,2.113,82,Nordgaaende,82-002.113-K-2,82-002.113-R-2
36685,2.127,82,Nordgaaende,82-002.127-K-2,82-002.127-R-2
36679,2.141,82,Nordgaaende,82-002.141-K-2,82-002.141-R-2
36673,2.155,82,Nordgaaende,82-002.155-K-2,82-002.155-R-2
36667,2.169,82,Nordgaaende,82-002.169-K-2,82-002.169-R-2
36661,2.183,82,Nordgaaende,82-002.183-K-2,82-002.183-R-2
36655,2.197,82,Nordgaaende,82-002.197-K-2,82-002.197-R-2
36649,2.211,82,Nordgaaende,82-002.211-K-2,82-002.211-R-2
36643,2.225,82,Nordgaaende,82-002.225-K-2,82-002.225-R-2
36637,2.239,82,Nordgaaende,82-002.239-K-2,82-002.239-R-2
36631,2.253,82,Nordgaaende,82-002.253-K-2,82-002.253-R-2
36625,2.267,82,Nordgaaende,82-002.267-K-2,82-002.267-R-2
36619,2.281,82,Nordgaaende,82-002.281-K-2,82-002.281-R-2
36613,2.295,82,Nordgaaende,82-002.295-K-2,82-002.295-R-2
36607,2.309,82,Nordgaaende,82-002.309-K-2,82-002.309-R-2
36601,2.323,82,Nordgaaende,82-002.323-K-2,82-002.323-R-2
36595,2.337,82,Nordgaaende,82-002.337-K-2,82-002.337-R-2
36589,2.351,82,Nordgaaende,82-002.351-K-2,82-002.351-R-2
36583,2.365,82,Nordgaaende,82-002.365-K-2,82-002.365-R-2
36577,2.379,82,Nordgaaende,82-002.379-K-2,82-002.379-R-2
36571,2.393,82,Nordgaaende,82-002.393-K-2,82-002.393-R-2
36565,2.407,82,Nordgaaende,82-002.407-K-2,82-002.407-R-2
36559,2.421,82,Nordgaaende,82-002.421-K-2,82-002.421-R-2
36553,2.435,82,Nordgaaende,82-002.435-K-2,82-002.435-R-2
36547,2.449,82,Nordgaaende,82-002.449-K-2,82-002.449-R-2
36541,2.462,82,Nordgaaende,82-002.462-K-2,82-002.462-R-2
36535,2.475,82,Nordgaaende,82-002.475-K-2,82-002.475-R-2
36529,2.487,82,Nordgaaende,82-002.487-K-2,82-002.487-R-2
36523,2.498,82,Nordgaaende,82-002.498-K-2,82-002.498-R-2
36517,2.509,82,Nordgaaende,82-002.509-K-2,82-002.509-R-2
36511,2.519,82,Nordgaaende,82-002.519-K-2,82-002.519-R-2
36505,2.528,82,Nordgaaende,82-002.528-K-2,82-002.528-R-2
36499,2.537,82,Nordgaaende,82-002.537-K-2,82-002.537-R-2
36493,2.545,82,Nordgaaende,82-002.545-K-2,82-002.545-R-2
36487,2.552,82,Nordgaaende,82-002.552-K-2,82-002.552-R-2
36481,2.559,82,Nordgaaende,82-002.559-K-2,82-002.559-R-2
36475,2.565,82,Nordgaaende,82-002.565-K-2,82-002.565-R-2
36469,2.57,82,Nordgaaende,82-002.570-K-2,82-002.570-R-2
36463,2.575,82,Nordgaaende,82-002.575-K-2,82-002.575-R-2
36457,2.579,82,Nordgaaende,82-002.579-K-2,82-002.579-R-2
36451,2.582,82,Nordgaaende,82-002.582-K-2,82-002.582-R-2
36445,2.584,82,Nordgaaende,82-002.584-K-2,82-002.584-R-2
36439,2.586,82,Nordgaaende,82-002.586-K-2,82-002.586-R-2
36433,2.587,82,Nordgaaende,82-002.587-K-2,82-002.587-R-2
36313,2.588,82,Nordgaaende,82-002.588-K-2,82-002.588-R-2
36307,2.589,82,Nordgaaende,82-002.589-K-2,82-002.589-R-2
36301,2.59,82,Nordgaaende,82-002.590-K-2,82-002.590-R-2
36295,2.592,82,Nordgaaende,82-002.592-K-2,82-002.592-R-2
36289,2.595,82,Nordgaaende,82-002.595-K-2,82-002.595-R-2
36283,2.599,82,Nordgaaende,82-002.599-K-2,82-002.599-R-2
36277,2.604,82,Nordgaaende,82-002.604-K-2,82-002.604-R-2
36271,2.61,82,Nordgaaende,82-002.610-K-2,82-002.610-R-2
36265,2.617,82,Nordgaaende,82-002.617-K-2,82-002.617-R-2
36259,2.625,82,Nordgaaende,82-002.625-K-2,82-002.625-R-2
36253,2.634,82,Nordgaaende,82-002.634-K-2,82-002.634-R-2
36247,2.644,82,Nordgaaende,82-002.644-K-2,82-002.644-R-2
36241,2.656,82,Nordgaaende,82-002.656-K-2,82-002.656-R-2
36235,2.668,82,Nordgaaende,82-002.668-K-2,82-002.668-R-2
36229,2.681,82,Nordgaaende,82-002.681-K-2,82-002.681-R-2
36223,2.695,82,Nordgaaende,82-002.695-K-2,82-002.695-R-2
36217,2.709,82,Nordgaaende,82-002.709-K-2,82-002.709-R-2
36211,2.724,82,Nordgaaende,82-002.724-K-2,82-002.724-R-2
36205,2.739,82,Nordgaaende,82-002.739-K-2,82-002.739-R-2
36199,2.754,82,Nordgaaende,82-002.754-K-2,82-002.754-R-2
36193,2.769,82,Nordgaaende,82-002.769-K-2,82-002.769-R-2
36187,2.784,82,Nordgaaende,82-002.784-K-2,82-002.784-R-2
36181,2.799,82,Nordgaaende,82-002.799-K-2,82-002.799-R-2
36175,2.814,82,Nordgaaende,82-002.814-K-2,82-002.814-R-2
36169,2.829,82,Nordgaaende,82-002.829-K-2,82-002.829-R-2
36163,2.844,82,Nordgaaende,82-002.844-K-2,82-002.844-R-2
36157,2.859,82,Nordgaaende,82-002.859-K-2,82-002.859-R-2
36151,2.874,82,Nordgaaende,82-002.874-K-2,82-002.874-R-2
36145,2.889,82,Nordgaaende,82-002.889-K-2,82-002.889-R-2
36139,2.904,82,Nordgaaende,82-002.904-K-2,82-002.904-R-2
36133,2.919,82,Nordgaaende,82-002.919-K-2,82-002.919-R-2
