id,km,BTR,spor,koerledning_pos,retur_pos
117,35.552,82,sydgaaende,82-035.552-K-1,82-035.552-R-1
118,35.541,82,sydgaaende,82-035.541-K-1,82-035.541-R-1
119,35.53,82,sydgaaende,82-035.530-K-1,82-035.530-R-1
120,35.518,82,sydgaaende,82-035.518-K-1,82-035.518-R-1
121,35.505,82,sydgaaende,82-035.505-K-1,82-035.505-R-1
122,35.491,82,sydgaaende,82-035.491-K-1,82-035.491-R-1
123,35.476,82,sydgaaende,82-035.476-K-1,82-035.476-R-1
124,35.461,82,sydgaaende,82-035.461-K-1,82-035.461-R-1
125,35.445,82,sydgaaende,82-035.445-K-1,82-035.445-R-1
126,35.428,82,sydgaaende,82-035.428-K-1,82-035.428-R-1
127,35.411,82,sydgaaende,82-035.411-K-1,82-035.411-R-1
128,35.393,82,sydgaaende,82-035.393-K-1,82-035.393-R-1
129,35.374,82,sydgaaende,82-035.374-K-1,82-035.374-R-1
130,35.355,82,sydgaaende,82-035.355-K-1,82-035.355-R-1
131,35.335,82,sydgaaende,82-035.335-K-1,82-035.335-R-1
132,35.315,82,sydgaaende,82-035.315-K-1,82-035.315-R-1
133,35.294,82,sydgaaende,82-035.294-K-1,82-035.294-R-1
134,35.273,82,sydgaaende,82-035.273-K-1,82-035.273-R-1
135,35.252,82,sydgaaende,82-035.252-K-1,82-035.252-R-1
136,35.231,82,sydgaaende,82-035.231-K-1,82-035.231-R-1
137,35.21,82,sydgaaende,82-035.210-K-1,82-035.210-R-1
138,35.189,82,sydgaaende,82-035.189-K-1,82-035.189-R-1
139,35.168,82,sydgaaende,82-035.168-K-1,82-035.168-R-1
140,35.147,82,sydgaaende,82-035.147-K-1,82-035.147-R-1
141,35.125,82,sydgaaende,82-035.125-K-1,82-035.125-R-1
142,35.103,82,sydgaaende,82-035.103-K-1,82-035.103-R-1
143,35.08,82,sydgaaende,82-035.080-K-1,82-035.080-R-1
144,35.057,82,sydgaaende,82-035.057-K-1,82-035.057-R-1
145,35.033,82,sydgaaende,82-035.033-K-1,82-035.033-R-1
146,35.009,82,sydgaaende,82-035.009-K-1,82-035.009-R-1
147,34.985,82,sydgaaende,82-034.985-K-1,82-034.985-R-1
148,34.96,82,sydgaaende,82-034.960-K-1,82-034.960-R-1
149,34.935,82,sydgaaende,82-034.935-K-1,82-034.935-R-1
150,34.909,82,sydgaaende,82-034.909-K-1,82-034.909-R-1
151,34.883,82,sydgaaende,82-034.883-K-1,82-034.883-R-1
152,34.856,82,sydgaaende,82-034.856-K-1,82-034.856-R-1
153,34.829,82,sydgaaende,82-034.829-K-1,82-034.829-R-1
154,34.802,82,sydgaaende,82-034.802-K-1,82-034.802-R-1
155,34.775,82,sydgaaende,82-034.775-K-1,82-034.775-R-1
156,34.747,82,sydgaaende,82-034.747-K-1,82-034.747-R-1
157,34.719,82,sydgaaende,82-034.719-K-1,82-034.719-R-1
158,34.691,82,sydgaaende,82-034.691-K-1,82-034.691-R-1
159,34.663,82,sydgaaende,82-034.663-K-1,82-034.663-R-1
160,34.635,82,sydgaaende,82-034.635-K-1,82-034.635-R-1
161,34.606,82,sydgaaende,82-034.606-K-1,82-034.606-R-1
162,34.577,82,sydgaaende,82-034.577-K-1,82-034.577-R-1
163,34.548,82,sydgaaende,82-034.548-K-1,82-034.548-R-1
164,34.519,82,sydgaaende,82-034.519-K-1,82-034.519-R-1
165,34.489,82,sydgaaende,82-034.489-K-1,82-034.489-R-1
166,34.459,82,sydgaaende,82-034.459-K-1,82-034.459-R-1
167,34.429,82,sydgaaende,82-034.429-K-1,82-034.429-R-1
168,34.399,82,sydgaaende,82-034.399-K-1,82-034.399-R-1
169,34.369,82,sydgaaende,82-034.369-K-1,82-034.369-R-1
170,34.338,82,sydgaaende,82-034.338-K-1,82-034.338-R-1
171,34.307,82,sydgaaende,82-034.307-K-1,82-034.307-R-1
172,34.276,82,sydgaaende,82-034.276-K-1,82-034.276-R-1
173,34.245,82,sydgaaende,82-034.245-K-1,82-034.245-R-1
174,34.214,82,sydgaaende,82-034.214-K-1,82-034.214-R-1
175,34.183,82,sydgaaende,82-034.183-K-1,82-034.183-R-1
176,34.152,82,sydgaaende,82-034.152-K-1,82-034.152-R-1
177,34.121,82,sydgaaende,82-034.121-K-1,82-034.121-R-1
178,34.09,82,sydgaaende,82-034.090-K-1,82-034.090-R-1
179,34.059,82,sydgaaende,82-034.059-K-1,82-034.059-R-1
180,34.028,82,sydgaaende,82-034.028-K-1,82-034.028-R-1
181,33.997,82,sydgaaende,82-033.997-K-1,82-033.997-R-1
182,33.966,82,sydgaaende,82-033.966-K-1,82-033.966-R-1
183,33.935,82,sydgaaende,82-033.935-K-1,82-033.935-R-1
184,33.904,82,sydgaaende,82-033.904-K-1,82-033.904-R-1
185,33.873,82,sydgaaende,82-033.873-K-1,82-033.873-R-1
186,33.842,82,sydgaaende,82-033.842-K-1,82-033.842-R-1
187,33.811,82,sydgaaende,82-033.811-K-1,82-033.811-R-1
188,33.78,82,sydgaaende,82-033.780-K-1,82-033.780-R-1
189,33.749,82,sydgaaende,82-033.749-K-1,82-033.749-R-1
190,33.718,82,sydgaaende,82-033.718-K-1,82-033.718-R-1
191,33.687,82,sydgaaende,82-033.687-K-1,82-033.687-R-1
192,33.656,82,sydgaaende,82-033.656-K-1,82-033.656-R-1
193,33.625,82,sydgaaende,82-033.625-K-1,82-033.625-R-1
194,33.594,82,sydgaaende,82-033.594-K-1,82-033.594-R-1
195,33.563,82,sydgaaende,82-033.563-K-1,82-033.563-R-1
196,33.532,82,sydgaaende,82-033.532-K-1,82-033.532-R-1
197,33.501,82,sydgaaende,82-033.501-K-1,82-033.501-R-1
198,33.47,82,sydgaaende,82-033.470-K-1,82-033.470-R-1
199,33.439,82,sydgaaende,82-033.439-K-1,82-033.439-R-1
200,33.408,82,sydgaaende,82-033.408-K-1,82-033.408-R-1
201,33.377,82,sydgaaende,82-033.377-K-1,82-033.377-R-1
202,33.346,82,sydgaaende,82-033.346-K-1,82-033.346-R-1
203,33.315,82,sydgaaende,82-033.315-K-1,82-033.315-R-1
204,33.284,82,sydgaaende,82-033.284-K-1,82-033.284-R-1
205,33.253,82,sydgaaende,82-033.253-K-1,82-033.253-R-1
206,33.222,82,sydgaaende,82-033.222-K-1,82-033.222-R-1
207,33.191,82,sydgaaende,82-033.191-K-1,82-033.191-R-1
208,33.16,82,sydgaaende,82-033.160-K-1,82-033.160-R-1
209,33.129,82,sydgaaende,82-033.129-K-1,82-033.129-R-1
210,33.098,82,sydgaaende,82-033.098-K-1,82-033.098-R-1
211,33.067,82,sydgaaende,82-033.067-K-1,82-033.067-R-1
212,33.036,82,sydgaaende,82-033.036-K-1,82-033.036-R-1
213,33.005,82,sydgaaende,82-033.005-K-1,82-033.005-R-1
214,32.974,82,sydgaaende,82-032.974-K-1,82-032.974-R-1
215,32.943,82,sydgaaende,82-032.943-K-1,82-032.943-R-1
216,32.912,82,sydgaaende,82-032.912-K-1,82-032.912-R-1
217,32.881,82,sydgaaende,82-032.881-K-1,82-032.881-R-1
218,32.85,82,sydgaaende,82-032.850-K-1,82-032.850-R-1
219,32.819,82,sydgaaende,82-032.819-K-1,82-032.819-R-1
220,32.788,82,sydgaaende,82-032.788-K-1,82-032.788-R-1
221,32.757,82,sydgaaende,82-032.757-K-1,82-032.757-R-1
222,32.726,82,sydgaaende,82-032.726-K-1,82-032.726-R-1
223,32.695,82,sydgaaende,82-032.695-K-1,82-032.695-R-1
224,32.664,82,sydgaaende,82-032.664-K-1,82-032.664-R-1
225,32.633,82,sydgaaende,82-032.633-K-1,82-032.633-R-1
226,32.602,82,sydgaaende,82-032.602-K-1,82-032.602-R-1
227,32.571,82,sydgaaende,82-032.571-K-1,82-032.571-R-1
228,32.54,82,sydgaaende,82-032.540-K-1,82-032.540-R-1
229,32.509,82,sydgaaende,82-032.509-K-1,82-032.509-R-1
230,32.478,82,sydgaaende,82-032.478-K-1,82-032.478-R-1
231,32.447,82,sydgaaende,82-032.447-K-1,82-032.447-R-1
232,32.416,82,sydgaaende,82-032.416-K-1,82-032.416-R-1
233,32.385,82,sydgaaende,82-032.385-K-1,82-032.385-R-1
234,32.354,82,sydgaaende,82-032.354-K-1,82-032.354-R-1
235,32.323,82,sydgaaende,82-032.323-K-1,82-032.323-R-1
236,32.292,82,sydgaaende,82-032.292-K-1,82-032.292-R-1
237,32.261,82,sydgaaende,82-032.261-K-1,82-032.261-R-1
238,32.23,82,sydgaaende,82-032.230-K-1,82-032.230-R-1
239,32.199,82,sydgaaende,82-032.199-K-1,82-032.199-R-1
240,32.168,82,sydgaaende,82-032.168-K-1,82-032.168-R-1
241,32.137,82,sydgaaende,82-032.137-K-1,82-032.137-R-1
242,32.106,82,sydgaaende,82-032.106-K-1,82-032.106-R-1
243,32.075,82,sydgaaende,82-032.075-K-1,82-032.075-R-1
244,32.044,82,sydgaaende,82-032.044-K-1,82-032.044-R-1
245,32.013,82,sydgaaende,82-032.013-K-1,82-032.013-R-1
246,31.982,82,sydgaaende,82-031.982-K-1,82-031.982-R-1
247,31.951,82,sydgaaende,82-031.951-K-1,82-031.951-R-1
248,31.92,82,sydgaaende,82-031.920-K-1,82-031.920-R-1
249,31.889,82,sydgaaende,82-031.889-K-1,82-031.889-R-1
250,31.858,82,sydgaaende,82-031.858-K-1,82-031.858-R-1
251,31.827,82,sydgaaende,82-031.827-K-1,82-031.827-R-1
252,31.796,82,sydgaaende,82-031.796-K-1,82-031.796-R-1
253,31.765,82,sydgaaende,82-031.765-K-1,82-031.765-R-1
254,31.734,82,sydgaaende,82-031.734-K-1,82-031.734-R-1
255,31.703,82,sydgaaende,82-031.703-K-1,82-031.703-R-1
256,31.672,82,sydgaaende,82-031.672-K-1,82-031.672-R-1
257,31.641,82,sydgaaende,82-031.641-K-1,82-031.641-R-1
258,31.61,82,sydgaaende,82-031.610-K-1,82-031.610-R-1
259,31.579,82,sydgaaende,82-031.579-K-1,82-031.579-R-1
260,31.548,82,sydgaaende,82-031.548-K-1,82-031.548-R-1
261,31.517,82,sydgaaende,82-031.517-K-1,82-031.517-R-1
262,31.486,82,sydgaaende,82-031.486-K-1,82-031.486-R-1
263,31.455,82,sydgaaende,82-031.455-K-1,82-031.455-R-1
264,31.424,82,sydgaaende,82-031.424-K-1,82-031.424-R-1
265,31.393,82,sydgaaende,82-031.393-K-1,82-031.393-R-1
266,31.362,82,sydgaaende,82-031.362-K-1,82-031.362-R-1
267,31.331,82,sydgaaende,82-031.331-K-1,82-031.331-R-1
268,31.3,82,sydgaaende,82-031.300-K-1,82-031.300-R-1
269,31.269,82,sydgaaende,82-031.269-K-1,82-031.269-R-1
270,31.238,82,sydgaaende,82-031.238-K-1,82-031.238-R-1
271,31.207,82,sydgaaende,82-031.207-K-1,82-031.207-R-1
272,31.176,82,sydgaaende,82-031.176-K-1,82-031.176-R-1
273,31.145,82,sydgaaende,82-031.145-K-1,82-031.145-R-1
274,31.114,82,sydgaaende,82-031.114-K-1,82-031.114-R-1
275,31.083,82,sydgaaende,82-031.083-K-1,82-031.083-R-1
276,31.052,82,sydgaaende,82-031.052-K-1,82-031.052-R-1
277,31.021,82,sydgaaende,82-031.021-K-1,82-031.021-R-1
278,30.99,82,sydgaaende,82-030.990-K-1,82-030.990-R-1
279,30.959,82,sydgaaende,82-030.959-K-1,82-030.959-R-1
280,30.928,82,sydgaaende,82-030.928-K-1,82-030.928-R-1
281,30.897,82,sydgaaende,82-030.897-K-1,82-030.897-R-1
282,30.866,82,sydgaaende,82-030.866-K-1,82-030.866-R-1
283,30.835,82,sydgaaende,82-030.835-K-1,82-030.835-R-1
284,30.804,82,sydgaaende,82-030.804-K-1,82-030.804-R-1
285,30.773,82,sydgaaende,82-030.773-K-1,82-030.773-R-1
286,30.742,82,sydgaaende,82-030.742-K-1,82-030.742-R-1
287,30.711,82,sydgaaende,82-030.711-K-1,82-030.711-R-1
288,30.68,82,sydgaaende,82-030.680-K-1,82-030.680-R-1
289,30.649,82,sydgaaende,82-030.649-K-1,82-030.649-R-1
290,30.618,82,sydgaaende,82-030.618-K-1,82-030.618-R-1
291,30.587,82,sydgaaende,82-030.587-K-1,82-030.587-R-1
292,30.556,82,sydgaaende,82-030.556-K-1,82-030.556-R-1
293,30.525,82,sydgaaende,82-030.525-K-1,82-030.525-R-1
294,30.494,82,sydgaaende,82-030.494-K-1,82-030.494-R-1
295,30.463,82,sydgaaende,82-030.463-K-1,82-030.463-R-1
296,30.432,82,sydgaaende,82-030.432-K-1,82-030.432-R-1
297,30.401,82,sydgaaende,82-030.401-K-1,82-030.401-R-1
298,30.37,82,sydgaaende,82-030.370-K-1,82-030.370-R-1
299,30.339,82,sydgaaende,82-030.339-K-1,82-030.339-R-1
300,30.308,82,sydgaaende,82-030.308-K-1,82-030.308-R-1
301,30.277,82,sydgaaende,82-030.277-K-1,82-030.277-R-1
302,30.246,82,sydgaaende,82-030.246-K-1,82-030.246-R-1
303,30.215,82,sydgaaende,82-030.215-K-1,82-030.215-R-1
304,30.184,82,sydgaaende,82-030.184-K-1,82-030.184-R-1
305,30.153,82,sydgaaende,82-030.153-K-1,82-030.153-R-1
306,30.122,82,sydgaaende,82-030.122-K-1,82-030.122-R-1
307,30.091,82,sydgaaende,82-030.091-K-1,82-030.091-R-1
308,30.06,82,sydgaaende,82-030.060-K-1,82-030.060-R-1
309,30.029,82,sydgaaende,82-030.029-K-1,82-030.029-R-1
310,29.998,82,sydgaaende,82-029.998-K-1,82-029.998-R-1
311,29.968,82,sydgaaende,82-029.968-K-1,82-029.968-R-1
312,29.938,82,sydgaaende,82-029.938-K-1,82-029.938-R-1
313,29.908,82,sydgaaende,82-029.908-K-1,82-029.908-R-1
314,29.878,82,sydgaaende,82-029.878-K-1,82-029.878-R-1
315,29.848,82,sydgaaende,82-029.848-K-1,82-029.848-R-1
316,29.818,82,sydgaaende,82-029.818-K-1,82-029.818-R-1
317,29.788,82,sydgaaende,82-029.788-K-1,82-029.788-R-1
318,29.758,82,sydgaaende,82-029.758-K-1,82-029.758-R-1
319,29.729,82,sydgaaende,82-029.729-K-1,82-029.729-R-1
320,29.7,82,sydgaaende,82-029.700-K-1,82-029.700-R-1
321,29.671,82,sydgaaende,82-029.671-K-1,82-029.671-R-1
322,29.643,82,sydgaaende,82-029.643-K-1,82-029.643-R-1
323,29.615,82,sydgaaende,82-029.615-K-1,82-029.615-R-1
324,29.588,82,sydgaaende,82-029.588-K-1,82-029.588-R-1
325,29.561,82,sydgaaende,82-029.561-K-1,82-029.561-R-1
326,29.534,82,sydgaaende,82-029.534-K-1,82-029.534-R-1
327,29.508,82,sydgaaende,82-029.508-K-1,82-029.508-R-1
328,29.482,82,sydgaaende,82-029.482-K-1,82-029.482-R-1
329,29.457,82,sydgaaende,82-029.457-K-1,82-029.457-R-1
330,29.432,82,sydgaaende,82-029.432-K-1,82-029.432-R-1
331,29.408,82,sydgaaende,82-029.408-K-1,82-029.408-R-1
332,29.384,82,sydgaaende,82-029.384-K-1,82-029.384-R-1
333,29.36,82,sydgaaende,82-029.360-K-1,82-029.360-R-1
334,29.337,82,sydgaaende,82-029.337-K-1,82-029.337-R-1
335,29.314,82,sydgaaende,82-029.314-K-1,82-029.314-R-1
336,29.292,82,sydgaaende,82-029.292-K-1,82-029.292-R-1
337,29.27,82,sydgaaende,82-029.270-K-1,82-029.270-R-1
338,29.248,82,sydgaaende,82-029.248-K-1,82-029.248-R-1
339,29.227,82,sydgaaende,82-029.227-K-1,82-029.227-R-1
340,29.207,82,sydgaaende,82-029.207-K-1,82-029.207-R-1
341,29.188,82,sydgaaende,82-029.188-K-1,82-029.188-R-1
342,29.17,82,sydgaaende,82-029.170-K-1,82-029.170-R-1
343,29.152,82,sydgaaende,82-029.152-K-1,82-029.152-R-1
344,29.135,82,sydgaaende,82-029.135-K-1,82-029.135-R-1
345,29.119,82,sydgaaende,82-029.119-K-1,82-029.119-R-1
346,29.103,82,sydgaaende,82-029.103-K-1,82-029.103-R-1
347,29.088,82,sydgaaende,82-029.088-K-1,82-029.088-R-1
348,29.074,82,sydgaaende,82-029.074-K-1,82-029.074-R-1
349,29.06,82,sydgaaende,82-029.060-K-1,82-029.060-R-1
350,29.047,82,sydgaaende,82-029.047-K-1,82-029.047-R-1
351,29.035,82,sydgaaende,82-029.035-K-1,82-029.035-R-1
352,29.024,82,sydgaaende,82-029.024-K-1,82-029.024-R-1
353,29.013,82,sydgaaende,82-029.013-K-1,82-029.013-R-1
354,29.003,82,sydgaaende,82-029.003-K-1,82-029.003-R-1
355,28.994,82,sydgaaende,82-028.994-K-1,82-028.994-R-1
356,28.985,82,sydgaaende,82-028.985-K-1,82-028.985-R-1
357,28.977,82,sydgaaende,82-028.977-K-1,82-028.977-R-1
358,28.97,82,sydgaaende,82-028.970-K-1,82-028.970-R-1
359,28.957,82,sydgaaende,82-028.957-K-1,82-028.957-R-1
360,28.951,82,sydgaaende,82-028.951-K-1,82-028.951-R-1
361,28.946,82,sydgaaende,82-028.946-K-1,82-028.946-R-1
362,28.942,82,sydgaaende,82-028.942-K-1,82-028.942-R-1
363,28.938,82,sydgaaende,82-028.938-K-1,82-028.938-R-1
364,28.935,82,sydgaaende,82-028.935-K-1,82-028.935-R-1
365,28.933,82,sydgaaende,82-028.933-K-1,82-028.933-R-1
366,28.931,82,sydgaaende,82-028.931-K-1,82-028.931-R-1
367,28.93,82,sydgaaende,82-028.930-K-1,82-028.930-R-1
403,28.929,82,sydgaaende,82-028.929-K-1,82-028.929-R-1
404,28.928,82,sydgaaende,82-028.928-K-1,82-028.928-R-1
405,28.926,82,sydgaaende,82-028.926-K-1,82-028.926-R-1
406,28.924,82,sydgaaende,82-028.924-K-1,82-028.924-R-1
407,28.92,82,sydgaaende,82-028.920-K-1,82-028.920-R-1
408,28.915,82,sydgaaende,82-028.915-K-1,82-028.915-R-1
409,28.909,82,sydgaaende,82-028.909-K-1,82-028.909-R-1
410,28.901,82,sydgaaende,82-028.901-K-1,82-028.901-R-1
411,28.892,82,sydgaaende,82-028.892-K-1,82-028.892-R-1
412,28.882,82,sydgaaende,82-028.882-K-1,82-028.882-R-1
413,28.87,82,sydgaaende,82-028.870-K-1,82-028.870-R-1
414,28.857,82,sydgaaende,82-028.857-K-1,82-028.857-R-1
415,28.844,82,sydgaaende,82-028.844-K-1,82-028.844-R-1
416,28.83,82,sydgaaende,82-028.830-K-1,82-028.830-R-1
417,28.815,82,sydgaaende,82-028.815-K-1,82-028.815-R-1
418,28.799,82,sydgaaende,82-028.799-K-1,82-028.799-R-1
419,28.783,82,sydgaaende,82-028.783-K-1,82-028.783-R-1
420,28.766,82,sydgaaende,82-028.766-K-1,82-028.766-R-1
421,28.748,82,sydgaaende,82-028.748-K-1,82-028.748-R-1
422,28.73,82,sydgaaende,82-028.730-K-1,82-028.730-R-1
423,28.711,82,sydgaaende,82-028.711-K-1,82-028.711-R-1
424,28.691,82,sydgaaende,82-028.691-K-1,82-028.691-R-1
425,28.671,82,sydgaaende,82-028.671-K-1,82-028.671-R-1
426,28.65,82,sydgaaende,82-028.650-K-1,82-028.650-R-1
427,28.629,82,sydgaaende,82-028.629-K-1,82-028.629-R-1
428,28.607,82,sydgaaende,82-028.607-K-1,82-028.607-R-1
429,28.585,82,sydgaaende,82-028.585-K-1,82-028.585-R-1
430,28.562,82,sydgaaende,82-028.562-K-1,82-028.562-R-1
431,28.539,82,sydgaaende,82-028.539-K-1,82-028.539-R-1
432,28.515,82,sydgaaende,82-028.515-K-1,82-028.515-R-1
433,28.491,82,sydgaaende,82-028.491-K-1,82-028.491-R-1
434,28.466,82,sydgaaende,82-028.466-K-1,82-028.466-R-1
435,28.441,82,sydgaaende,82-028.441-K-1,82-028.441-R-1
436,28.415,82,sydgaaende,82-028.415-K-1,82-028.415-R-1
437,28.389,82,sydgaaende,82-028.389-K-1,82-028.389-R-1
438,28.363,82,sydgaaende,82-028.363-K-1,82-028.363-R-1
439,28.336,82,sydgaaende,82-028.336-K-1,82-028.336-R-1
440,28.309,82,sydgaaende,82-028.309-K-1,82-028.309-R-1
441,28.281,82,sydgaaende,82-028.281-K-1,82-028.281-R-1
442,28.253,82,sydgaaende,82-028.253-K-1,82-028.253-R-1
443,28.224,82,sydgaaende,82-028.224-K-1,82-028.224-R-1
444,28.195,82,sydgaaende,82-028.195-K-1,82-028.195-R-1
445,28.166,82,sydgaaende,82-028.166-K-1,82-028.166-R-1
446,28.136,82,sydgaaende,82-028.136-K-1,82-028.136-R-1
447,28.106,82,sydgaaende,82-028.106-K-1,82-028.106-R-1
448,28.076,82,sydgaaende,82-028.076-K-1,82-028.076-R-1
449,28.045,82,sydgaaende,82-028.045-K-1,82-028.045-R-1
450,28.014,82,sydgaaende,82-028.014-K-1,82-028.014-R-1
451,27.983,82,sydgaaende,82-027.983-K-1,82-027.983-R-1
452,27.952,82,sydgaaende,82-027.952-K-1,82-027.952-R-1
453,27.921,82,sydgaaende,82-027.921-K-1,82-027.921-R-1
454,27.89,82,sydgaaende,82-027.890-K-1,82-027.890-R-1
455,27.859,82,sydgaaende,82-027.859-K-1,82-027.859-R-1
456,27.828,82,sydgaaende,82-027.828-K-1,82-027.828-R-1
457,27.796,82,sydgaaende,82-027.796-K-1,82-027.796-R-1
458,27.764,82,sydgaaende,82-027.764-K-1,82-027.764-R-1
459,27.732,82,sydgaaende,82-027.732-K-1,82-027.732-R-1
460,27.7,82,sydgaaende,82-027.700-K-1,82-027.700-R-1
461,27.668,82,sydgaaende,82-027.668-K-1,82-027.668-R-1
462,27.636,82,sydgaaende,82-027.636-K-1,82-027.636-R-1
463,27.604,82,sydgaaende,82-027.604-K-1,82-027.604-R-1
464,27.572,82,sydgaaende,82-027.572-K-1,82-027.572-R-1
465,27.54,82,sydgaaende,82-027.540-K-1,82-027.540-R-1
466,27.508,82,sydgaaende,82-027.508-K-1,82-027.508-R-1
467,27.476,82,sydgaaende,82-027.476-K-1,82-027.476-R-1
468,27.444,82,sydgaaende,82-027.444-K-1,82-027.444-R-1
469,27.412,82,sydgaaende,82-027.412-K-1,82-027.412-R-1
470,27.38,82,sydgaaende,82-027.380-K-1,82-027.380-R-1
471,27.348,82,sydgaaende,82-027.348-K-1,82-027.348-R-1
472,27.316,82,sydgaaende,82-027.316-K-1,82-027.316-R-1
473,27.284,82,sydgaaende,82-027.284-K-1,82-027.284-R-1
474,27.252,82,sydgaaende,82-027.252-K-1,82-027.252-R-1
475,27.22,82,sydgaaende,82-027.220-K-1,82-027.220-R-1
476,27.188,82,sydgaaende,82-027.188-K-1,82-027.188-R-1
477,27.156,82,sydgaaende,82-027.156-K-1,82-027.156-R-1
478,27.124,82,sydgaaende,82-027.124-K-1,82-027.124-R-1
479,27.092,82,sydgaaende,82-027.092-K-1,82-027.092-R-1
480,27.06,82,sydgaaende,82-027.060-K-1,82-027.060-R-1
481,27.028,82,sydgaaende,82-027.028-K-1,82-027.028-R-1
482,26.996,82,sydgaaende,82-026.996-K-1,82-026.996-R-1
483,26.963,82,sydgaaende,82-026.963-K-1,82-026.963-R-1
484,26.93,82,sydgaaende,82-026.930-K-1,82-026.930-R-1
485,26.897,82,sydgaaende,82-026.897-K-1,82-026.897-R-1
486,26.864,82,sydgaaende,82-026.864-K-1,82-026.864-R-1
487,26.831,82,sydgaaende,82-026.831-K-1,82-026.831-R-1
488,26.799,82,sydgaaende,82-026.799-K-1,82-026.799-R-1
489,26.766,82,sydgaaende,82-026.766-K-1,82-026.766-R-1
490,26.733,82,sydgaaende,82-026.733-K-1,82-026.733-R-1
491,26.7,82,sydgaaende,82-026.700-K-1,82-026.700-R-1
492,26.667,82,sydgaaende,82-026.667-K-1,82-026.667-R-1
493,26.634,82,sydgaaende,82-026.634-K-1,82-026.634-R-1
494,26.601,82,sydgaaende,82-026.601-K-1,82-026.601-R-1
495,26.568,82,sydgaaende,82-026.568-K-1,82-026.568-R-1
496,26.535,82,sydgaaende,82-026.535-K-1,82-026.535-R-1
497,26.502,82,sydgaaende,82-026.502-K-1,82-026.502-R-1
498,26.469,82,sydgaaende,82-026.469-K-1,82-026.469-R-1
499,26.436,82,sydgaaende,82-026.436-K-1,82-026.436-R-1
500,26.403,82,sydgaaende,82-026.403-K-1,82-026.403-R-1
501,26.37,82,sydgaaende,82-026.370-K-1,82-026.370-R-1
502,26.337,82,sydgaaende,82-026.337-K-1,82-026.337-R-1
503,26.304,82,sydgaaende,82-026.304-K-1,82-026.304-R-1
504,26.271,82,sydgaaende,82-026.271-K-1,82-026.271-R-1
505,26.238,82,sydgaaende,82-026.238-K-1,82-026.238-R-1
506,26.205,82,sydgaaende,82-026.205-K-1,82-026.205-R-1
507,26.172,82,sydgaaende,82-026.172-K-1,82-026.172-R-1
508,26.139,82,sydgaaende,82-026.139-K-1,82-026.139-R-1
509,26.106,82,sydgaaende,82-026.106-K-1,82-026.106-R-1
510,26.073,82,sydgaaende,82-026.073-K-1,82-026.073-R-1
511,26.04,82,sydgaaende,82-026.040-K-1,82-026.040-R-1
512,26.007,82,sydgaaende,82-026.007-K-1,82-026.007-R-1
513,25.974,82,sydgaaende,82-025.974-K-1,82-025.974-R-1
514,25.941,82,sydgaaende,82-025.941-K-1,82-025.941-R-1
515,25.908,82,sydgaaende,82-025.908-K-1,82-025.908-R-1
516,25.875,82,sydgaaende,82-025.875-K-1,82-025.875-R-1
517,25.842,82,sydgaaende,82-025.842-K-1,82-025.842-R-1
518,25.809,82,sydgaaende,82-025.809-K-1,82-025.809-R-1
519,25.776,82,sydgaaende,82-025.776-K-1,82-025.776-R-1
520,25.743,82,sydgaaende,82-025.743-K-1,82-025.743-R-1
521,25.71,82,sydgaaende,82-025.710-K-1,82-025.710-R-1
522,25.677,82,sydgaaende,82-025.677-K-1,82-025.677-R-1
523,25.644,82,sydgaaende,82-025.644-K-1,82-025.644-R-1
524,25.611,82,sydgaaende,82-025.611-K-1,82-025.611-R-1
525,25.578,82,sydgaaende,82-025.578-K-1,82-025.578-R-1
526,25.545,82,sydgaaende,82-025.545-K-1,82-025.545-R-1
527,25.512,82,sydgaaende,82-025.512-K-1,82-025.512-R-1
528,25.479,82,sydgaaende,82-025.479-K-1,82-025.479-R-1
529,25.446,82,sydgaaende,82-025.446-K-1,82-025.446-R-1
530,25.413,82,sydgaaende,82-025.413-K-1,82-025.413-R-1
531,25.38,82,sydgaaende,82-025.380-K-1,82-025.380-R-1
532,25.347,82,sydgaaende,82-025.347-K-1,82-025.347-R-1
533,25.314,82,sydgaaende,82-025.314-K-1,82-025.314-R-1
534,25.281,82,sydgaaende,82-025.281-K-1,82-025.281-R-1
535,25.248,82,sydgaaende,82-025.248-K-1,82-025.248-R-1
536,25.215,82,sydgaaende,82-025.215-K-1,82-025.215-R-1
537,25.182,82,sydgaaende,82-025.182-K-1,82-025.182-R-1
538,25.149,82,sydgaaende,82-025.149-K-1,82-025.149-R-1
539,25.116,82,sydgaaende,82-025.116-K-1,82-025.116-R-1
540,25.083,82,sydgaaende,82-025.083-K-1,82-025.083-R-1
541,25.05,82,sydgaaende,82-025.050-K-1,82-025.050-R-1
542,25.017,82,sydgaaende,82-025.017-K-1,82-025.017-R-1
543,24.984,82,sydgaaende,82-024.984-K-1,82-024.984-R-1
544,24.951,82,sydgaaende,82-024.951-K-1,82-024.951-R-1
545,24.918,82,sydgaaende,82-024.918-K-1,82-024.918-R-1
546,24.885,82,sydgaaende,82-024.885-K-1,82-024.885-R-1
547,24.852,82,sydgaaende,82-024.852-K-1,82-024.852-R-1
548,24.819,82,sydgaaende,82-024.819-K-1,82-024.819-R-1
549,24.786,82,sydgaaende,82-024.786-K-1,82-024.786-R-1
550,24.753,82,sydgaaende,82-024.753-K-1,82-024.753-R-1
