rectifier_name,current [A],timestamp [HH:MM:SS]
81-001.645-O-Ensretter-K-BB,18.594763101818163,12:00:00
81-001.645-O-Ensretter-K-BB,12.81322223059021,12:00:10
81-001.645-O-Ensretter-K-BB,12.3690686968056,12:00:20
81-001.645-O-Ensretter-K-BB,40.863638980529885,12:00:40
81-001.645-O-Ensretter-K-BB,33.710635206899944,12:00:50
81-001.645-O-Ensretter-K-BB,18.60427933537585,12:01:00
81-001.645-O-Ensretter-K-BB,33.59884730598689,12:01:10
81-004.205-O-Ensretter-K-BB,6.412982013884313,12:00:00
81-004.205-O-Ensretter-K-BB,4.29470321468789,12:00:10
81-004.205-O-Ensretter-K-BB,6.390629536948259,12:00:20
81-004.205-O-Ensretter-K-BB,22.30784558548693,12:00:40
81-004.205-O-Ensretter-K-BB,17.539673553572904,12:00:50
81-004.205-O-Ensretter-K-BB,14.58264094008875,12:01:00
81-004.205-O-Ensretter-K-BB,7.027818347698844e-06,12:01:10
82-002.600-O-Ensretter-K-BB,4.826139863213107,12:00:00
82-002.600-O-Ensretter-K-BB,3.034491080538117,12:00:10
82-002.600-O-Ensretter-K-BB,3.843766796079521,12:00:20
82-002.600-O-Ensretter-K-BB,17.956708377377904,12:00:40
82-002.600-O-Ensretter-K-BB,13.012265897972323,12:00:50
82-002.600-O-Ensretter-K-BB,5.1252016568388274,12:01:00
82-002.600-O-Ensretter-K-BB,7.027896338839326e-06,12:01:10
82-005.650-O-Ensretter-K-BB,7.006947186470776e-06,12:00:00
82-005.650-O-Ensretter-K-BB,7.008208210814435e-06,12:00:10
82-005.650-O-Ensretter-K-BB,6.995094363522298e-06,12:00:20
82-005.650-O-Ensretter-K-BB,6.951424379207138e-06,12:00:40
82-005.650-O-Ensretter-K-BB,6.971558963523577e-06,12:00:50
82-005.650-O-Ensretter-K-BB,6.986463605025163e-06,12:01:00
82-005.650-O-Ensretter-K-BB,7.030062049554654e-06,12:01:10
82-008.100-O-Ensretter-K-BB,20.19445533620063,12:00:00
82-008.100-O-Ensretter-K-BB,11.99569886033174,12:00:10
82-008.100-O-Ensretter-K-BB,24.50595910533676,12:00:20
82-008.100-O-Ensretter-K-BB,360.37069818296595,12:00:40
82-008.100-O-Ensretter-K-BB,199.69691352500644,12:00:50
82-008.100-O-Ensretter-K-BB,182.7600840542814,12:01:00
82-008.100-O-Ensretter-K-BB,7.023775723626684e-06,12:01:10
82-012.804-O-Ensretter-K-BB,5.597129355428868,12:00:00
82-012.804-O-Ensretter-K-BB,2.951511605101869,12:00:10
