type,bane_nr,busbar_name,lower_existing_line_name,percent
K,85,85-016.047-K-2,85-14.575-K,79.35309973045828
K,85,85-016.022-K-2,85-14.575-K,78.00539083557946
K,85,85-015.997-K-2,85-14.575-K,76.65768194070083
K,85,85-015.972-K-2,85-14.575-K,75.3099730458221
K,85,85-015.946-K-2,85-14.575-K,73.90835579514825
K,85,85-015.920-K-2,85-14.575-K,72.50673854447442
K,85,85-015.894-K-2,85-14.575-K,71.10512129380056
K,85,85-015.868-K-2,85-14.575-K,69.70350404312673
K,85,85-015.842-K-2,85-14.575-K,68.30188679245288
K,85,85-015.816-K-2,85-14.575-K,66.90026954177904
K,85,85-015.791-K-2,85-14.575-K,65.55256064690032
K,85,85-015.766-K-2,85-14.575-K,64.20485175202158
K,85,85-015.741-K-2,85-14.575-K,62.85714285714287
K,85,85-015.716-K-2,85-14.575-K,61.50943396226414
K,85,85-015.691-K-2,85-14.575-K,60.161725067385504
K,85,85-015.666-K-2,85-14.575-K,58.814016172506776
K,85,85-015.642-K-2,85-14.575-K,57.52021563342318
K,85,85-015.618-K-2,85-14.575-K,56.226415094339664
K,85,85-015.594-K-2,85-14.575-K,54.93261455525605
K,85,85-015.570-K-2,85-14.575-K,53.63881401617255
K,85,85-015.546-K-2,85-14.575-K,52.34501347708894
K,85,85-015.522-K-2,85-14.575-K,51.05121293800543
K,85,85-015.498-K-2,85-14.575-K,49.75741239892182
K,85,85-015.474-K-2,85-14.575-K,48.46361185983831
K,85,85-015.451-K-2,85-14.575-K,47.22371967654992
K,85,85-015.428-K-2,85-14.575-K,45.98382749326152
K,85,85-015.405-K-2,85-14.575-K,44.74393530997304
K,85,85-015.382-K-2,85-14.575-K,43.50404312668465
K,85,85-015.359-K-2,85-14.575-K,42.26415094339625
K,85,85-015.336-K-2,85-14.575-K,41.02425876010786
K,85,85-015.313-K-2,85-14.575-K,39.784366576819465
K,85,85-015.291-K-2,85-14.575-K,38.59838274932619
K,85,85-015.269-K-2,85-14.575-K,37.412398921832924
K,85,85-015.247-K-2,85-14.575-K,36.22641509433965
K,85,85-015.225-K-2,85-14.575-K,35.04043126684637
K,85,85-015.203-K-2,85-14.575-K,33.854447439353095
K,85,85-015.181-K-2,85-14.575-K,32.66846361185982
K,85,85-015.159-K-2,85-14.575-K,31.482479784366646
K,85,85-015.137-K-2,85-14.575-K,30.296495956873372
K,85,85-015.115-K-2,85-14.575-K,29.110512129380094
K,85,85-015.093-K-2,85-14.575-K,27.924528301886824
K,85,85-015.071-K-2,85-14.575-K,26.73854447439355
K,85,85-015.049-K-2,85-14.575-K,25.552560646900275
K,85,85-015.027-K-2,85-14.575-K,24.366576819407
K,85,85-015.005-K-2,85-14.575-K,23.18059299191382
K,85,85-014.983-K-2,85-14.575-K,21.99460916442055
K,85,85-014.962-K-2,85-14.575-K,20.86253369272239
K,85,85-014.941-K-2,85-14.575-K,19.730458221024332
K,85,85-014.920-K-2,85-14.575-K,18.598382749326177
K,85,85-014.899-K-2,85-14.575-K,17.466307277628022
K,85,85-014.878-K-2,85-14.575-K,16.33423180592996
K,85,85-014.857-K-2,85-14.575-K,15.202156334231804
K,85,85-014.837-K-2,85-14.575-K,14.12398921832886
K,85,85-014.817-K-2,85-14.575-K,13.045822102425921
K,85,85-014.798-K-2,85-14.575-K,12.021563342318096
K,85,85-014.779-K-2,85-14.575-K,10.997304582210274
K,85,85-014.761-K-2,85-14.575-K,10.026954177897569
K,85,85-014.743-K-2,85-14.575-K,9.056603773584959
K,85,85-014.726-K-2,85-14.575-K,8.140161725067468
K,85,85-014.710-K-2,85-14.575-K,7.2776280323450955
K,85,85-014.694-K-2,85-14.575-K,6.415094339622724
K,85,85-014.679-K-2,85-14.575-K,5.606469002695469
K,85,85-014.665-K-2,85-14.575-K,4.851752021563334
K,85,85-014.651-K-2,85-14.575-K,4.097035040431293
K,85,85-014.638-K-2,85-14.575-K,3.3962264150943713
K,85,85-014.626-K-2,85-14.575-K,2.7493261455525686
K,85,85-014.615-K-2,85-14.575-K,2.1563342318059795
K,85,85-014.604-K-2,85-14.575-K,1.5633423180592945
K,85,85-014.594-K-2,85-14.575-K,1.0242587601078232
K,85,85-014.585-K-2,85-14.575-K,0.5390835579515666
K,85,85-014.577-K-2,85-14.575-K,0.10781671159033249
K,85,85-014.570-K-2,85-13.763-K,99.38423645320209
K,85,85-014.564-K-2,85-13.763-K,98.64532019704443
K,85,85-014.559-K-2,85-13.763-K,98.02955665024629
K,85,85-014.556-K-2,85-13.763-K,97.66009852216747
K,85,85-014.554-K-2,85-13.763-K,97.4137931034484
K,85,85-014.553-K-2,85-13.763-K,97.29064039408885
K,85,85-014.552-K-2,85-13.763-K,97.16748768472911
K,85,85-014.550-K-2,85-13.763-K,96.92118226601002
K,85,85-014.547-K-2,85-13.763-K,96.55172413793119
K,85,85-014.543-K-2,85-13.763-K,96.0591133004926
K,85,85-014.538-K-2,85-13.763-K,95.44334975369469
K,85,85-014.531-K-2,85-13.763-K,94.5812807881775
K,85,85-014.523-K-2,85-13.763-K,93.59605911330053
K,85,85-014.513-K-2,85-13.763-K,92.3645320197045
K,85,85-014.502-K-2,85-13.763-K,91.00985221674893
K,85,85-014.490-K-2,85-13.763-K,89.53201970443361
K,85,85-014.477-K-2,85-13.763-K,87.93103448275875
K,85,85-014.463-K-2,85-13.763-K,86.20689655172411
K,85,85-014.448-K-2,85-13.763-K,84.35960591133018
K,85,85-014.432-K-2,85-13.763-K,82.38916256157648
K,85,85-014.415-K-2,85-13.763-K,80.29556650246302
K,85,85-014.398-K-2,85-13.763-K,78.2019704433498
K,85,85-014.380-K-2,85-13.763-K,75.98522167487701
K,85,85-014.361-K-2,85-13.763-K,73.64532019704448
K,85,85-014.342-K-2,85-13.763-K,71.30541871921196
K,85,85-014.322-K-2,85-13.763-K,68.84236453201966
K,85,85-014.301-K-2,85-13.763-K,66.25615763546806
K,85,85-014.280-K-2,85-13.763-K,63.669950738916235
K,85,85-014.258-K-2,85-13.763-K,60.96059113300487
K,85,85-014.236-K-2,85-13.763-K,58.25123152709373
K,85,85-014.213-K-2,85-13.763-K,55.41871921182261
K,85,85-014.190-K-2,85-13.763-K,52.586206896551715
K,85,85-014.166-K-2,85-13.763-K,49.63054187192128
K,85,85-014.142-K-2,85-13.763-K,46.67487684729062
K,85,85-014.117-K-2,85-13.763-K,43.59605911330065
K,85,85-014.092-K-2,85-13.763-K,40.517241379310455
K,85,85-014.066-K-2,85-13.763-K,37.31527093596072
K,85,85-014.040-K-2,85-13.763-K,34.11330049261077
K,85,85-014.013-K-2,85-13.763-K,30.7881773399015
K,85,85-013.986-K-2,85-13.763-K,27.46305418719223
K,85,85-013.958-K-2,85-13.763-K,24.014778325123206
K,85,85-013.930-K-2,85-13.763-K,20.566502463054178
K,85,85-013.902-K-2,85-13.763-K,17.118226600985153
K,85,85-013.874-K-2,85-13.763-K,13.669950738916349
K,85,85-013.846-K-2,85-13.763-K,10.221674876847322
K,85,85-013.818-K-2,85-13.763-K,6.7733990147782945
K,85,85-013.790-K-2,85-13.763-K,3.3251231527092697
K,85,85-013.762-K-2,85-13.328-K,99.77011494252886
K,85,85-013.734-K-2,85-13.328-K,93.33333333333336
K,85,85-013.706-K-2,85-13.328-K,86.89655172413786
K,85,85-013.678-K-2,85-13.328-K,80.45977011494276
K,85,85-013.650-K-2,85-13.328-K,74.02298850574725
K,85,85-013.622-K-2,85-13.328-K,67.58620689655176
K,85,85-013.594-K-2,85-13.328-K,61.14942528735625
K,85,85-013.566-K-2,85-13.328-K,54.712643678161164
K,85,85-013.538-K-2,85-13.328-K,48.27586206896566
K,85,85-013.510-K-2,85-13.328-K,41.83908045977016
K,85,85-013.482-K-2,85-13.328-K,35.40229885057465
K,85,85-013.454-K-2,85-13.328-K,28.96551724137956
K,85,85-013.426-K-2,85-13.328-K,22.528735632184056
K,85,85-013.399-K-2,85-13.328-K,16.32183908045969
K,85,85-013.372-K-2,85-13.328-K,10.114942528735732
K,85,85-013.345-K-2,85-13.328-K,3.9080459770117737
K,85,85-013.318-K-2,85-10.062-K,99.69381506429885
K,85,85-013.291-K-2,85-10.062-K,98.86711573790572
K,85,85-013.264-K-2,85-10.062-K,98.04041641151255
K,85,85-013.237-K-2,85-10.062-K,97.21371708511943
K,85,85-013.210-K-2,85-10.062-K,96.38701775872632
K,85,85-013.183-K-2,85-10.062-K,95.56031843233315
K,85,85-013.156-K-2,85-10.062-K,94.73361910594002
K,85,85-013.129-K-2,85-10.062-K,93.90691977954685
K,85,85-013.102-K-2,85-10.062-K,93.08022045315373
K,85,85-013.075-K-2,85-10.062-K,92.25352112676056
K,85,85-013.049-K-2,85-10.062-K,91.45744029393754
K,85,85-013.023-K-2,85-10.062-K,90.66135946111451
K,85,85-012.997-K-2,85-10.062-K,89.8652786282915
K,85,85-012.971-K-2,85-10.062-K,89.06919779546848
K,85,85-012.945-K-2,85-10.062-K,88.27311696264547
K,85,85-012.919-K-2,85-10.062-K,87.47703612982245
K,85,85-012.894-K-2,85-10.062-K,86.71157379056953
K,85,85-012.869-K-2,85-10.062-K,85.94611145131661
K,85,85-012.844-K-2,85-10.062-K,85.18064911206369
K,85,85-012.820-K-2,85-10.062-K,84.44580526638093
K,85,85-012.796-K-2,85-10.062-K,83.7109614206981
K,85,85-012.773-K-2,85-10.062-K,83.00673606858543
K,85,85-012.750-K-2,85-10.062-K,82.30251071647277
K,85,85-012.728-K-2,85-10.062-K,81.6289038579302
K,85,85-012.706-K-2,85-10.062-K,80.95529699938764
K,85,85-012.685-K-2,85-10.062-K,80.31230863441522
K,85,85-012.664-K-2,85-10.062-K,79.66932026944275
K,85,85-012.644-K-2,85-10.062-K,79.05695039804044
K,85,85-012.625-K-2,85-10.062-K,78.47519902020822
K,85,85-012.606-K-2,85-10.062-K,77.89344764237602
K,85,85-012.588-K-2,85-10.062-K,77.3423147581139
K,85,85-012.570-K-2,85-10.062-K,76.79118187385183
K,85,85-012.553-K-2,85-10.062-K,76.27066748315987
K,85,85-012.536-K-2,85-10.062-K,75.75015309246785
K,85,85-012.520-K-2,85-10.062-K,75.26025719534599
K,85,85-012.505-K-2,85-10.062-K,74.80097979179429
K,85,85-012.490-K-2,85-10.062-K,74.34170238824252
K,85,85-012.476-K-2,85-10.062-K,73.9130434782609
K,85,85-012.462-K-2,85-10.062-K,73.48438456827925
K,85,85-012.449-K-2,85-10.062-K,73.08634415186775
K,85,85-012.437-K-2,85-10.062-K,72.71892222902633
K,85,85-012.425-K-2,85-10.062-K,72.35150030618497
K,85,85-012.414-K-2,85-10.062-K,72.01469687691366
K,85,85-012.404-K-2,85-10.062-K,71.7085119412125
K,85,85-012.395-K-2,85-10.062-K,71.43294549908144
K,85,85-012.387-K-2,85-10.062-K,71.18799755052055
K,85,85-012.380-K-2,85-10.062-K,70.97366809552975
K,85,85-012.374-K-2,85-10.062-K,70.78995713410905
K,85,85-012.370-K-2,85-10.062-K,70.66748315982852
K,85,85-012.367-K-2,85-10.062-K,70.57562767911824
K,85,85-012.365-K-2,85-10.062-K,70.51439069197798
K,85,85-012.364-K-2,85-10.062-K,70.48377219840788
K,85,85-012.363-K-2,85-10.062-K,70.45315370483772
K,85,85-012.361-K-2,85-10.062-K,70.39191671769753
K,85,85-012.358-K-2,85-10.062-K,70.30006123698718
K,85,85-012.353-K-2,85-10.062-K,70.14696876913656
K,85,85-012.347-K-2,85-10.062-K,69.96325780771586
K,85,85-012.339-K-2,85-10.062-K,69.71830985915496
K,85,85-012.330-K-2,85-10.062-K,69.4427434170239
K,85,85-012.320-K-2,85-10.062-K,69.13655848132274
K,85,85-012.309-K-2,85-10.062-K,68.79975505205144
K,85,85-012.297-K-2,85-10.062-K,68.43233312921008
K,85,85-012.284-K-2,85-10.062-K,68.03429271279857
K,85,85-012.270-K-2,85-10.062-K,67.60563380281691
K,85,85-012.255-K-2,85-10.062-K,67.1463563992652
K,85,85-012.239-K-2,85-10.062-K,66.65646050214333
K,85,85-012.222-K-2,85-10.062-K,66.13594611145132
K,85,85-012.205-K-2,85-10.062-K,65.61543172075936
K,85,85-012.187-K-2,85-10.062-K,65.06429883649724
K,85,85-012.168-K-2,85-10.062-K,64.48254745866502
K,85,85-012.149-K-2,85-10.062-K,63.90079608083281
K,85,85-012.129-K-2,85-10.062-K,63.288426209430504
K,85,85-012.108-K-2,85-10.062-K,62.64543784445809
K,85,85-012.087-K-2,85-10.062-K,62.00244947948562
K,85,85-012.065-K-2,85-10.062-K,61.32884262094306
K,85,85-012.042-K-2,85-10.062-K,60.624617268830384
K,85,85-012.019-K-2,85-10.062-K,59.92039191671772
K,85,85-011.995-K-2,85-10.062-K,59.1855480710349
K,85,85-011.971-K-2,85-10.062-K,58.45070422535213
K,85,85-011.946-K-2,85-10.062-K,57.68524188609921
K,85,85-011.920-K-2,85-10.062-K,56.8891610532762
K,85,85-011.894-K-2,85-10.062-K,56.093080220453174
K,85,85-011.868-K-2,85-10.062-K,55.29699938763015
K,85,85-011.841-K-2,85-10.062-K,54.47030006123698
K,85,85-011.814-K-2,85-10.062-K,53.643600734843865
K,85,85-011.786-K-2,85-10.062-K,52.78628291488059
K,85,85-011.758-K-2,85-10.062-K,51.928965094917324
K,85,85-011.730-K-2,85-10.062-K,51.0716472749541
K,85,85-011.702-K-2,85-10.062-K,50.21432945499084
K,85,85-011.674-K-2,85-10.062-K,49.35701163502756
K,85,85-011.646-K-2,85-10.062-K,48.49969381506434
K,85,85-011.618-K-2,85-10.062-K,47.64237599510107
K,85,85-011.590-K-2,85-10.062-K,46.78505817513779
K,85,85-011.562-K-2,85-10.062-K,45.92774035517452
K,85,85-011.534-K-2,85-10.062-K,45.07042253521131
K,85,85-011.506-K-2,85-10.062-K,44.213104715248036
K,85,85-011.478-K-2,85-10.062-K,43.355786895284766
K,85,85-011.450-K-2,85-10.062-K,42.498469075321495
K,85,85-011.422-K-2,85-10.062-K,41.641151255358274
K,85,85-011.394-K-2,85-10.062-K,40.783833435395
K,85,85-011.366-K-2,85-10.062-K,39.92651561543173
K,85,85-011.338-K-2,85-10.062-K,39.069197795468455
K,85,85-011.310-K-2,85-10.062-K,38.211879975505234
K,85,85-011.282-K-2,85-10.062-K,37.35456215554196
K,85,85-011.254-K-2,85-10.062-K,36.49724433557869
K,85,85-011.226-K-2,85-10.062-K,35.63992651561548
K,85,85-011.198-K-2,85-10.062-K,34.78260869565221
K,85,85-011.170-K-2,85-10.062-K,33.92529087568894
K,85,85-011.143-K-2,85-10.062-K,33.09859154929581
K,85,85-011.116-K-2,85-10.062-K,32.27189222290264
K,85,85-011.089-K-2,85-10.062-K,31.44519289650952
K,85,85-011.062-K-2,85-10.062-K,30.61849357011635
K,85,85-011.035-K-2,85-10.062-K,29.79179424372323
K,85,85-011.008-K-2,85-10.062-K,28.96509491733006
K,85,85-010.981-K-2,85-10.062-K,28.138395590936945
K,85,85-010.954-K-2,85-10.062-K,27.311696264543823
K,85,85-010.927-K-2,85-10.062-K,26.48499693815065
K,85,85-010.900-K-2,85-10.062-K,25.65829761175753
K,85,85-010.873-K-2,85-10.062-K,24.831598285364358
K,85,85-010.846-K-2,85-10.062-K,24.00489895897124
K,85,85-010.819-K-2,85-10.062-K,23.17819963257812
K,85,85-010.792-K-2,85-10.062-K,22.35150030618495
K,85,85-010.765-K-2,85-10.062-K,21.52480097979183
K,85,85-010.738-K-2,85-10.062-K,20.698101653398655
K,85,85-010.712-K-2,85-10.062-K,19.90202082057564
K,85,85-010.686-K-2,85-10.062-K,19.105939987752617
K,85,85-010.660-K-2,85-10.062-K,18.3098591549296
K,85,85-010.635-K-2,85-10.062-K,17.54439681567668
K,85,85-010.610-K-2,85-10.062-K,16.778934476423764
K,85,85-010.586-K-2,85-10.062-K,16.044090630740996
K,85,85-010.562-K-2,85-10.062-K,15.309246785058175
K,85,85-010.539-K-2,85-10.062-K,14.60502143294551
K,85,85-010.516-K-2,85-10.062-K,13.900796080832842
K,85,85-010.494-K-2,85-10.062-K,13.227189222290276
K,85,85-010.472-K-2,85-10.062-K,12.55358236374771
K,85,85-010.451-K-2,85-10.062-K,11.910593998775294
K,85,85-010.431-K-2,85-10.062-K,11.298224127372926
K,85,85-010.411-K-2,85-10.062-K,10.685854255970613
K,85,85-010.392-K-2,85-10.062-K,10.104102878138397
K,85,85-010.374-K-2,85-10.062-K,9.552969993876337
K,85,85-010.356-K-2,85-10.062-K,9.001837109614222
K,85,85-010.339-K-2,85-10.062-K,8.48132271892226
K,85,85-010.323-K-2,85-10.062-K,7.991426821800399
K,85,85-010.307-K-2,85-10.062-K,7.501530924678536
K,85,85-010.292-K-2,85-10.062-K,7.042253521126773
K,85,85-010.278-K-2,85-10.062-K,6.613594611145164
K,85,85-010.264-K-2,85-10.062-K,6.184935701163501
K,85,85-010.251-K-2,85-10.062-K,5.786895284751992
K,85,85-010.238-K-2,85-10.062-K,5.388854868340482
K,85,85-010.226-K-2,85-10.062-K,5.021432945499127
