busbar_name,type [R or K],busbar_kilometering [km],current [kA]
82-019.202-R-1-SI-BB1,R,19.202,0.06861747737042755
82-019.202-R-1-SI-BB2,R,19.202,0.06863062840908152
82-019.202-R-2-BB,R,19.202,0.06864461288059497
82-019.202-R-3-BB,R,19.202,0.06866277750911504
82-019.297-R-1-SI-BB1,R,19.297,0.0690366767580871
82-019.297-R-21-BB,R,19.297,0.06898142590502587
82-019.297-R-3-SI-BB1,R,19.297,0.0690433399105839
82-019.379-R-21-BB,R,19.379,0.06898141836702763
82-019.450-R-3-SI-BB1,R,19.45,0.06946823775067305
82-019.450-R-3-SI-BB2,R,19.45,0.06948532872317878
82-019.710-R-1-SI-BB1,R,19.71,0.07026305641321502
82-019.710-R-1-SI-BB2,R,19.71,0.07028015129873241
82-019.710-R-1-SI-BB3,R,19.71,0.0702973558216676
82-019.710-R-2-SI-BB1,R,19.71,0.07026131822240912
82-019.710-R-2-SI-BB2,R,19.71,0.07027872601286173
82-019.710-R-2-SI-BB3,R,19.71,0.07029602416595335
82-020.786-R-1-SI-BB1,R,20.786,0.0733068887962714
82-020.786-R-1-SI-BB2,R,20.786,0.07332410877108266
82-020.786-R-1-SI-BB3,R,20.786,0.07334132874592354
82-020.905-R-1-Retuskab-1-BB,R,20.905,0.07367433687085255
82-020.905-R-1-Retuskab-2-BB,R,20.905,0.07367435411420395
82-020.905-R-2-SI-BB1,R,20.905,0.07365674035614773
82-020.905-R-2-SI-BB2,R,20.905,0.07367405571165551
82-020.905-R-2-SI-BB3,R,20.905,0.07369134943955961
82-021.580-R-1-BB,R,21.58,0.0755662795789003
82-021.580-R-2,R,21.58,0.07558880063427414
82-021.580-R-2-Returskab m. SI,R,21.58,0.07557754010638874
82-021.580-R-2-Returskab m. SI(1),R,21.58,0.07557754010638874
82-021.956-R-2-SI-BB1,R,21.956,0.0766991610795885
82-021.956-R-2-SI-BB2,R,21.956,0.07671733680459215
82-021.956-R-2-SI-BB3,R,21.956,0.07673551252962682
82-021.989-R-1-BB,R,21.989,0.07665562128466775
82-021.989-R-2-BB,R,21.989,0.076832981199601
82-021.989-R-2-Retur-BIOM-BB,R,21.989,0.076832981199601
82-021.989-R-2-Returskab-BB,R,21.989,0.07677842557985003
83-010.950-R-1-SI-BB1,R,10.95,-0.0019399688803317513
83-010.950-R-1-SI-BB2,R,10.95,-0.001939957711829015
83-010.950-R-1-SI-BB3,R,10.95,-0.0019399465117123514
83-010.950-R-2-SI-BB1,R,10.95,-0.0019399689833733606
83-010.950-R-2-SI-BB2,R,10.95,-0.0019399578145768105
83-010.950-R-2-SI-BB3,R,10.95,-0.001939946677395755
83-011.510-R-1-SI-BB1,R,11.51,-0.0019389371872456252
83-011.510-R-1-SI-BB2,R,11.51,-0.0019389262043480408
83-011.510-R-1-SI-BB3,R,11.51,-0.0019389133889094903
83-011.510-R-2-SI-BB1,R,11.51,-0.001938943080069564
83-011.510-R-2-SI-BB2,R,11.51,-0.0019389321601079267
83-011.510-R-2-SI-BB3,R,11.51,-0.0019389230726888224
83-011.695-R-1-SI-BB1,R,11.695,-0.001938529203181701
83-011.695-R-1-SI-BB2,R,11.695,-0.001938516459477414
83-011.695-R-2-SI-BB1,R,11.695,-0.0019386509605419323
83-011.695-R-2-SI-BB2,R,11.695,-0.0019386419448595234
83-011.734-R-3-BB,R,11.734,-0.0019384153143662789
83-011.832-R-2-BB,R,11.832,-0.0019384418245551322
83-011.866-R-3-BB,R,11.866,-0.0019384158632259705
83-011.880-R-2-BB,R,11.88,-0.001938372566573456
83-011.880-R-3-BB,R,11.88,-0.0019384092789229979
83-011.900-R-1-SI-BB1,R,11.9,-0.0019381917258195398
83-011.900-R-1-SI-BB2,R,11.9,-0.0019381820174499459
83-012.054-R-3-BB,R,12.054,-0.001938408325233083
83-012.327-R-1-SI-BB1,R,12.327,-0.0019375141206286828
83-012.327-R-1-SI-BB2,R,12.327,-0.001937504577752892
83-012.370-R-1-BB,R,12.37,-0.0019374379551294369
83-012.406-R-2-BB,R,12.406,-0.001937381741070485
83-012.475-R-0-BB,R,12.475,-0.0019373532035014665
83-012.494-R-2-SI-BB1,R,12.494,-0.0019372461401517293
83-012.494-R-2-SI-BB2,R,12.494,-0.0019372366746177384
83-012.512-R-1-BB,R,12.512,-0.0019373156093124956
83-012.520-R-0-BB,R,12.52,-0.0019373383911109319
83-012.550-R-1-SI-BB1,R,12.55,-0.0019372460658951735
83-012.550-R-1-SI-BB2,R,12.55,-0.0019372348111637864
83-012.700-R-0-BB,R,12.7,-0.0019373373710798343
83-012.820-R-1-SI-BB1,R,12.82,-0.0019367433047532032
83-012.820-R-1-SI-BB2,R,12.82,-0.001936732154620806
83-012.820-R-1-SI-BB3,R,12.82,-0.0019367218999463815
83-012.820-R-2-SI-BB1,R,12.82,-0.0019367385836261465
83-012.820-R-2-SI-BB2,R,12.82,-0.0019367292443853291
83-012.820-R-2-SI-BB3,R,12.82,-0.0019367190096881049
83-013.700-R-1-SI-BB1,R,13.7,-0.0019352798534967666
83-013.700-R-1-SI-BB2,R,13.7,-0.001935269939560096
83-013.700-R-1-SI-BB3,R,13.7,-0.0019352600298021953
83-013.700-R-2-SI-BB1,R,13.7,-0.001935279819941365
83-013.700-R-2-SI-BB2,R,13.7,-0.0019352699259816367
83-013.700-R-2-SI-BB3,R,13.7,-0.001935260027844703
83-014.550-R-1-SI-BB1,R,14.55,-0.0019339139658244011
83-014.550-R-1-SI-BB2,R,14.55,-0.0019339043849478982
83-014.550-R-1-SI-BB3,R,14.55,-0.0019338947872135426
83-014.551-R-2-SI-BB1,R,14.551,-0.0019339140140861293
83-014.551-R-2-SI-BB2,R,14.551,-0.0019339044452175106
83-014.551-R-2-SI-BB3,R,14.551,-0.001933894893208306
83-015.040-R-1-BB,R,15.04,-0.0019331381130710625
83-015.040-R-1-Returskab m. SI-BB,R,15.04,-0.001933138532307382
83-015.040-R-2-BB,R,15.04,-0.001933143381339491
83-015.040-R-2-Returskab m. SI-BB,R,15.04,-0.0019331429620977043
82-027.525-R-2-SI-BB1,R,27.525,0.08837965121688288
82-027.525-R-2-SI-BB1(1),R,27.525,0.08837923265811476
82-027.525-R-2-SI-BB2,R,27.525,0.08837945478284179
82-027.525-R-2-SI-BB2(1),R,27.525,0.08837906502462614
82-027.525-R-2-SI-BB3,R,27.525,0.0883792871404439
82-027.525-R-2-SI-BB3(1),R,27.525,0.08837889739117323
82-027.616-R-1-SI-BB1,R,27.616,0.0883792521285135
82-027.616-R-1-SI-BB2,R,27.616,0.08837910484046686
82-027.616-R-1-SI-BB3,R,27.616,0.08837895755245599
82-029.053-R-2-Retuskab,R,29.053,0.08829129391350778
82-029.149-R-1-BB,R,29.149,0.08829460544477771
82-029.149-R-2-BB,R,29.149,0.08829420817230313
82-029.250-R-1-SI-BB1,R,29.25,0.08829129391412391
82-029.250-R-1-SI-BB2,R,29.25,0.08829119347568935
82-029.250-R-2,R,29.25,0.08829129391366008
82-029.250-R-2-Returskab m. SI,R,29.25,0.08829129391366008
82-029.283-R-2-SI-BB1,R,29.283,0.08828974438206072
82-029.283-R-2-SI-BB2,R,29.283,0.08828964247557596
82-029.300-R-3-SI-BB1,R,29.3,0.08829115936649568
82-029.300-R-3-SI-BB2,R,29.3,0.08829105115769417
82-029.400-R-2-SI-BB1,R,29.4,0.08828896174714883
82-029.400-R-2-SI-BB2,R,29.4,0.08828885565737904
82-029.400-R-2-SI-BB3,R,29.4,0.08828874956764488
82-029.850-R-3-SI-BB1,R,29.85,0.0882809638910022
82-029.850-R-3-SI-BB2,R,29.85,0.08828086610011684
82-029.865-R-2-SI-BB1,R,29.865,0.08828049064351562
82-029.865-R-2-SI-BB2,R,29.865,0.08828039901348536
82-029.936-R-2-BB,R,29.936,0.08827998888364855
82-030.000-R-1-SI-BB1,R,30.0,0.08827975958356729
82-030.000-R-1-SI-BB2,R,30.0,0.08827967238802702
82-030.075-R-2-SI-BB1,R,30.075,0.08827809865406985
82-030.075-R-2-SI-BB2,R,30.075,0.08827796652585412
82-030.090-R-1-SI-BB1,R,30.09,0.0882781167421749
82-030.090-R-1-SI-BB2,R,30.09,0.08827797583837112
82-030.290-R-1-SI-BB1,R,30.29,0.0882734538470446
82-030.290-R-1-SI-BB2,R,30.29,0.08827331647434118
82-030.290-R-1-SI-BB3,R,30.29,0.08827318343987398
82-030.290-R-2-SI-BB1,R,30.29,0.08827341660833068
82-030.290-R-2-SI-BB2,R,30.29,0.08827328827604149
82-030.290-R-2-SI-BB3,R,30.29,0.08827315560558742
82-030.970-R-1-BB,R,30.97,0.08825905144388789
82-030.970-R-2-BB,R,30.97,0.08825905748221585
82-030.975-R-1-BB,R,30.975,0.08825904812100772
82-030.975-R-1-BB(1),R,30.975,0.08827868950008559
82-030.975-R-1-BB(2),R,30.975,0.08827945389856114
82-030.975-R-1-BB(3),R,30.975,0.08837914469741517
82-030.975-R-1-BB(4),R,30.975,0.08837926763741837
82-030.975-R-2-BB,R,30.975,0.08825906080572
82-003.172-R-3-BB,R,3.172,0.0017355775358526325
82-003.179-R-4-BB,R,3.179,0.0017484783356545798
82-003.211-R-3-4-BB,R,3.211,0.0017914523795729855
82-003.251-R-4-BB,R,3.251,0.0018412781977842625
82-003.293-R-3-BB,R,3.293,0.0018876417214571408
82-003.810-R-3-BB,R,3.81,0.0030249303062008367
82-003.810-R-4-BB,R,3.81,0.0030259881519745548
82-004.751-R-3-BB,R,4.751,0.0050576660248137124
82-004.751-R-4-BB,R,4.751,0.005057683350166853
82-005.277-R-3-BB,R,5.277,0.00619364594085546
82-005.277-R-4-BB,R,5.277,0.006193765121719338
82-005.492-R-3-Returskab-SAMOM-BB,R,5.492,0.006657027483712881
82-005.492-R-4-Returskab-SAMOM-BB,R,5.492,0.006659110089397454
82-000.290-R-3-BB,R,0.29,-0.003942855331389837
82-000.290-R-4-BB,R,0.29,-0.003928663780030783
82-000.290-R-4-Returskab-BB,R,0.29,-0.003944094792064882
82-000.315-R-3-BB,R,0.315,-0.003897037122258456
82-000.315-R-4-BB,R,0.315,-0.0038840708371241732
82-000.315-R-4-Returskab-BB,R,0.315,-0.003870727913040603
82-000.350-R-3-BB,R,0.35,-0.003842824189313488
82-000.350-R-4-BB,R,0.35,-0.003839153438162386
82-000.350-R-4-Returskab-BB,R,0.35,-0.0038558583633880044
82-000.370-R-3-BB,R,0.37,-0.0037988112659014194
82-000.370-R-4-BB,R,0.37,-0.0037967814971023657
82-000.370-R-4-Forstærkningsleder-BB,R,0.37,-0.003771154607460895
82-000.370-R-4-Returskab-BB,R,0.37,-0.0037784205457165065
82-000.695-R-3-BB,R,0.695,-0.003332120080064747
82-000.695-R-4-BB,R,0.695,-0.0033320184640981336
82-000.695-R-4-Returskab-BB,R,0.695,-0.003332069272078523
82-000.730-R-3-BB,R,0.73,-0.003281928395599289
82-000.730-R-4-BB,R,0.73,-0.003281901055889256
82-000.730-R-4-Forstærkningsleder-BB,R,0.73,-0.0032916026436322194
82-001.100-R-3-BB,R,1.1,-0.002482878174299199
82-001.100-R-4-BB,R,1.1,-0.0024828773637085083
82-001.185-R-3-BB,R,1.185,-0.0022993167233393954
82-001.185-R-4-BB,R,1.185,-0.0022993168397598142
82-001.626-R-4-BB,R,1.626,-0.001346972211839008
82-001.692-R-3-BB,R,1.692,-0.0012044355761231436
82-001.692-R-4-BB,R,1.692,-0.0012044451928241552
82-002.205-R-3-BB,R,2.205,-9.642259886351675e-05
82-002.205-R-4-BB,R,2.205,-9.681229233312488e-05
82-002.390-R-3-BB,R,2.39,0.000305856526435604
82-002.390-R-4-BB,R,2.39,0.00029992277036929987
82-002.465-R-3-BB,R,2.465,0.00048563145443124663
82-002.498-R-13-BB,R,2.498,0.0005493327148413282
82-002.498-R-4-BB,R,2.498,0.0005074987119437845
82-002.549-R-13-BB,R,2.549,0.0005912993377179583
82-002.549-R-3-BB,R,2.549,0.0005860190135378022
82-002.549-R-4-13-BB,R,2.549,0.0005762443538801157
82-002.600-R-13-BB,R,2.6,0.0006433646308100785
82-002.600-R-3-BB,R,2.6,0.0006368700495554506
82-002.600-R-4-BB,R,2.6,0.0006047815467430808
82-002.659-R-3-BB,R,2.659,0.0006956977861924341
82-002.721-R-13-BB,R,2.721,0.000801124730798124
82-002.721-R-3-BB,R,2.721,0.0007985884933915201
82-002.810-R-13-BB,R,2.81,0.0009256280947470659
82-002.810-R-13-BB(1),R,2.81,0.0009256280947470659
82-002.810-R-3-BB,R,2.81,0.0009378219283724077
82-002.810-R-3-BB(1),R,2.81,0.0009378219283724077
82-002.810-R-4-BB,R,2.81,0.0008894762993074419
85-023.968-R-1-SI-BB1,R,23.968,-0.023929798578003023
85-023.968-R-1-SI-BB2,R,23.968,-0.0239297985780127
85-023.968-R-2-SI-BB1,R,23.968,-0.02392085350863835
85-023.968-R-2-SI-BB2,R,23.968,-0.023948603451728768
85-024.095-R-1-SI-BB1,R,24.095,-0.02453761981133988
85-024.095-R-1-SI-BB2,R,24.095,-0.02456707239411229
85-024.095-R-2-SI-BB1,R,24.095,-0.024521299167788068
85-024.095-R-2-SI-BB2,R,24.095,-0.024549049726465915
85-024.357-R-1-SI-BB1,R,24.357,-0.02548186570274558
85-024.357-R-1-SI-BB2,R,24.357,-0.025513531388164822
85-024.357-R-2-SI-BB1,R,24.357,-0.025297242376040103
85-024.357-R-2-SI-BB2,R,24.357,-0.025322783857889653
85-024.468-R-1-SI-BB1,R,24.468,-0.02608470625101403
85-024.468-R-1-SI-BB2,R,24.468,-0.0261132919430323
85-024.570-R-2-SI-BB1,R,24.57,-0.026206856992996706
85-024.570-R-2-SI-BB2,R,24.57,-0.02623548045758947
85-024.820-R-2-SI-BB1,R,24.82,-0.027398335254627666
85-024.820-R-2-SI-BB2,R,24.82,-0.02742696006008763
85-024.820-R-2-SI-BB3,R,24.82,-0.027455584865558675
85-024.855-R-1-SI-BB1,R,24.855,-0.027911038012894834
85-024.855-R-1-SI-BB2,R,24.855,-0.027939625795676697
85-024.855-R-1-SI-BB3,R,24.855,-0.027968213578469844
85-025.575-R-1-SI-BB1,R,25.575,-0.03131321952123441
85-025.575-R-1-SI-BB2,R,25.575,-0.031341811572315324
85-025.575-R-1-SI-BB3,R,25.575,-0.031369948066008485
85-025.663-R-2-SI-BB1,R,25.663,-0.03137714206231576
85-025.663-R-2-SI-BB2,R,25.663,-0.03140577182740997
85-025.663-R-2-SI-BB3,R,25.663,-0.031434857149917284
85-026.093-R-2-SI-BB1,R,26.093,-0.03346728841573806
85-026.093-R-2-SI-BB2,R,26.093,-0.03349637652906421
85-026.093-R-2-SI-BB3,R,26.093,-0.03352546464240389
85-026.325-R-1-SI-BB1,R,26.325,-0.03479936968869079
85-026.325-R-1-SI-BB2,R,26.325,-0.03482751114511007
85-026.325-R-1-SI-BB3,R,26.325,-0.03485565260154339
85-026.523-R-2-SI-BB1,R,26.523,-0.03555809719917842
85-026.523-R-2-SI-BB2,R,26.523,-0.035587188283139545
85-026.523-R-2-SI-BB3,R,26.523,-0.03561627936711506
85-026.700-R-1-SI-BB1,R,26.7,-0.03657060211006883
85-026.700-R-1-SI-BB2,R,26.7,-0.03659874624501585
85-026.700-R-1-SI-BB3,R,26.7,-0.03662689037997768
85-026.953-R-2-SI-BB1,R,26.953,-0.03764912577923182
85-026.953-R-2-SI-BB2,R,26.953,-0.03767822001364976
85-026.953-R-2-SI-BB3,R,26.953,-0.037707314248082914
85-027.075-R-1-SI-BB1,R,27.075,-0.03834200715891773
85-027.075-R-1-SI-BB2,R,27.075,-0.03837015410524381
85-027.075-R-1-SI-BB3,R,27.075,-0.03839830105158537
85-027.328-R-2-SI-BB1,R,27.328,-0.03948033017764766
85-027.328-R-2-SI-BB2,R,27.328,-0.039509427306648984
85-027.328-R-2-SI-BB3,R,27.328,-0.03953852443566626
85-027.515-R-1-SI-BB1,R,27.515,-0.0404109282796061
85-027.515-R-1-SI-BB2,R,27.515,-0.04043907869358597
85-027.515-R-1-SI-BB3,R,27.515,-0.040467229107582145
85-027.956-R-1-SI-BB1,R,27.956,-0.04248468598550659
85-027.956-R-1-SI-BB2,R,27.956,-0.042512840057716286
85-027.956-R-1-SI-BB3,R,27.956,-0.04254099412994315
85-028.078-R-2-SI-BB1,R,28.078,-0.043085098144917684
85-028.078-R-2-SI-BB2,R,28.078,-0.043114201470740694
85-028.078-R-2-SI-BB3,R,28.078,-0.04314330479658115
85-028.760-R-1-SI-BB1,R,28.76,-0.04621977037382935
85-028.760-R-1-SI-BB2,R,28.76,-0.046247931582458504
85-028.760-R-1-SI-BB3,R,28.76,-0.04627609279110635
85-028.828-R-2-SI-BB1,R,28.828,-0.046690666693716715
85-028.828-R-2-SI-BB2,R,28.828,-0.04671977675714204
85-028.828-R-2-SI-BB3,R,28.828,-0.046748886820586255
85-028.922-R-1-Returskab-BB,R,28.922,-0.047045629053357414
85-028.922-R-1-SI-BB1,R,28.922,-0.04701745628250787
85-028.922-R-1-SI-BB2,R,28.922,-0.047045619002549076
85-028.922-R-2-Returskab-BB,R,28.922,-0.047222681390982964
85-028.922-R-2-SI-BB1,R,28.922,-0.04719354969438956
85-028.922-R-2-SI-BB2,R,28.922,-0.04722266064093071
85-028.970-R-1/2-BB,R,28.97,-0.04726779469419141
85-029.134-R-1-Returskab-BB,R,29.134,-0.04760090868074702
85-029.134-R-1-SI-BB1,R,29.134,-0.04760090963214793
85-029.134-R-1-SI-BB2,R,29.134,-0.04761549183097158
85-029.134-R-2-Returskab-BB,R,29.134,-0.047658058589535264
85-029.134-R-2-SI-BB1,R,29.134,-0.04765805967642777
85-029.134-R-2-SI-BB2,R,29.134,-0.04767199297308717
82-031.400-R-1,R,31.4,0.0882507216573199
82-031.400-R-1-SI-BB1,R,31.4,0.08825086282843148
82-031.400-R-1-SI-BB2,R,31.4,0.08825074805905066
82-031.400-R-1-SI-BB3,R,31.4,0.08825063428602413
82-031.400-R-2-Returskab m. SI,R,31.4,0.08825074158298017
82-031.575-R-2-SI-BB1,R,31.575,0.08824721482752892
82-031.575-R-2-SI-BB2,R,31.575,0.08824710587919038
82-031.575-R-2-SI-BB3,R,31.575,0.08824699693088747
82-032.433-R-1-SI-BB1,R,32.433,0.08823306635232746
82-032.433-R-1-SI-BB2,R,32.433,0.08823297081014037
82-032.433-R-1-SI-BB3,R,32.433,0.08823287526798892
82-032.741-R-1,R,32.741,0.08822822940011875
82-032.741-R-2-Returskab m. SI,R,32.741,0.08822821869110077
82-032.741-R-2-SI-BB1,R,32.741,0.08822830358211127
82-032.741-R-2-SI-BB2,R,32.741,0.08822821521090211
82-032.741-R-2-SI-BB3,R,32.741,0.08822812630431338
82-033.690-R-1-BB,R,33.69,0.0882157075359688
82-033.690-R-1-Returskab m. SI,R,33.69,0.08821570700059692
82-033.690-R-2-BB,R,33.69,0.08821570700130976
82-033.690-R-2-Returskab m. SI,R,33.69,0.08821570753525594
82-033.900-R-2-SI-BB1,R,33.9,0.08821330488530527
82-033.900-R-2-SI-BB2,R,33.9,0.08821323634613501
82-033.900-R-2-SI-BB3,R,33.9,0.08821316780700042
82-034.350-R-1-SI-BB1,R,34.35,0.08820853009488511
82-034.350-R-1-SI-BB2,R,34.35,0.08820846899415347
82-034.350-R-1-SI-BB3,R,34.35,0.08820840789345749
82-034.750-R-1-BB,R,34.75,0.08820466569279353
82-034.750-R-2-BB,R,34.75,0.08820473652218982
82-034.750-R-3-BB,R,34.75,0.08820452389304617
82-035.655-R-1-BB,R,35.655,0.08819949746685786
82-035.690-R-2-BB,R,35.69,0.08819948872579048
82-035.690-R-2-Returskab-BB,R,35.69,0.08819946384002045
82-035.690-R-2-Returskab-BB(1),R,35.69,0.08819945907084678
82-035.690-R-3-BB,R,35.69,0.08819912580008026
82-035.690-R-3-Returskab-BB,R,35.69,0.08819912580008026
81-016.315-R-1-SI-BB3(8),R,16.315,-0.0019174644724441084
83-021.268-R-2-SI-BB1,R,21.268,-0.00192194536147408
83-021.268-R-2-SI-BB2,R,21.268,-0.0019219379510015233
83-021.268-R-2-SI-BB3,R,21.268,-0.001921930852939819
83-021.301-R-1-SI-BB1,R,21.301,-0.001921936301029409
83-021.301-R-1-SI-BB2,R,21.301,-0.0019219292191400357
83-021.301-R-1-SI-BB3,R,21.301,-0.0019219218248413643
83-021.868-R-1-BB,R,21.868,-0.0019212505732979373
83-021.868-R-1-Returskab m. SI-BB,R,21.868,-0.0019212505732979373
83-021.868-R-2-BB,R,21.868,-0.0019212500353148103
83-021.868-R-2-Returskab m. SI-BB,R,21.868,-0.0019212500353148103
83-022.351-R-1-SI-BB1,R,22.351,-0.0019207078937242387
83-022.351-R-1-SI-BB2,R,22.351,-0.001920701072278195
83-022.351-R-1-SI-BB3,R,22.351,-0.0019206946044275132
83-022.351-R-2-SI-BB1,R,22.351,-0.001920705617506494
83-022.351-R-2-SI-BB2,R,22.351,-0.0019206987739136968
83-022.351-R-2-SI-BB3,R,22.351,-0.0019206923693117126
83-023.000-R-1-BB,R,23.0,-0.0019200256351072735
83-023.000-R-1-Returskab m. SI-BB,R,23.0,-0.0019200256351072735
83-023.000-R-2-BB,R,23.0,-0.001920030070341203
83-023.000-R-2-Returskab m. SI-BB,R,23.0,-0.001920030070341203
83-023.401-R-1-SI-BB1,R,23.401,-0.00191958097033722
83-023.401-R-1-SI-BB2,R,23.401,-0.0019195742233760978
83-023.401-R-1-SI-BB3,R,23.401,-0.0019195682033701159
83-023.500-R-2-SI-BB1,R,23.5,-0.001919528792263617
83-023.500-R-2-SI-BB2,R,23.5,-0.0019195227186639833
83-023.500-R-2-SI-BB3,R,23.5,-0.001919516160426073
83-023.951-R-1-BB,R,23.951,-0.0019190396013390072
83-023.951-R-1-Returskab m. SI-BB,R,23.951,-0.0019190396013390072
83-023.951-R-2-BB,R,23.951,-0.0019190418681809868
83-023.951-R-2-Returskab m. SI-BB,R,23.951,-0.0019190418681809868
83-024.495-R-2-SI-BB1,R,24.495,-0.0019184960607939701
83-024.495-R-2-SI-BB2,R,24.495,-0.001918489990869126
83-024.495-R-2-SI-BB3,R,24.495,-0.0019184840058548767
83-024.505-R-1-SI-BB1,R,24.505,-0.0019184948320673388
83-024.505-R-1-SI-BB2,R,24.505,-0.0019184888870416113
83-024.505-R-1-SI-BB3,R,24.505,-0.0019184828571068395
83-025.575-R-1-SI-BB1,R,25.575,-0.001917470095039046
83-025.575-R-1-SI-BB2,R,25.575,-0.001917464475552854
83-025.575-R-2-SI-BB1,R,25.575,-0.001917469998936494
83-025.575-R-2-SI-BB2,R,25.575,-0.0019174644282068895
83-025.935-R-1-BB,R,25.935,-0.0019168118863066913
83-025.940-R-2-BB,R,25.94,-0.0019168068876179534
83-025.950-R-1-BB,R,25.95,-0.0019167908920895039
83-026.110-R-1-BB,R,26.11,-0.0019165038438391224
83-026.110-R-2-BB,R,26.11,-0.0019165037323857507
83-026.300-R-1-BB,R,26.3,-0.0019161661039025979
83-026.300-R-2-BB,R,26.3,-0.0019161659832758065
83-026.580-R-1-BB,R,26.58,-0.001915674168468378
83-026.580-R-2-BB,R,26.58,-0.0019156706567723708
83-026.674-R-2-BB,R,26.674,-0.001915488958038928
83-026.740-R-1-BB,R,26.74,-0.001915423347652641
83-026.740-R-2-BB,R,26.74,-0.0019154122398738216
83-026.992-R-1-BB,R,26.992,-0.0019149799154081018
83-026.992-R-2-BB,R,26.992,-0.001914981852277289
83-027.165-R-1-SI-BB1,R,27.165,-0.0019146610297614908
83-027.165-R-1-SI-BB2,R,27.165,-0.0019146561354685125
83-027.210-R-2-SI-BB1,R,27.21,-0.0019146338331684119
83-027.210-R-2-SI-BB2,R,27.21,-0.001914628181239131
83-027.240-R-1-BB,R,27.24,-0.0019145966612954348
83-027.240-R-1-Returskab m. SI-VSOM-BB,R,27.24,-0.0019145966612954348
83-027.240-R-2-BB,R,27.24,-0.001914600656092793
83-027.240-R-2-Returskab m. SI-VSOM-BB,R,27.24,-0.001914600656092793
84-007.426-R-1-BB2,R,7.426,0.0059620292582811775
84-007.426-R-1-Retur til RYTOM-BB,R,7.426,0.005957226437941197
84-007.426-R-2-BB2,R,7.426,0.005960831605526202
84-007.426-R-2-Retur til RYTOM-BB,R,7.426,0.0059561416914093385
84-007.566-R-2-SI-BB1,R,7.566,0.005960385957632942
84-007.566-R-2-SI-BB2,R,7.566,0.005960376204896597
84-007.566-R-2-SI-BB3,R,7.566,0.0059603566994263085
84-007.986-R-1-SI-BB1,R,7.986,0.0059594982098246495
84-007.986-R-1-SI-BB2,R,7.986,0.005959484469830659
84-007.986-R-1-SI-BB3,R,7.986,0.0059594569898450845
84-008.272-R-1-BB,R,8.272,0.005958187778942104
84-008.272-R-1-Returskab m. SI-BB1,R,8.272,0.005958183792324494
84-008.272-R-2-SI-BB1,R,8.272,0.00595816721133798
84-008.272-R-2-SI-BB2,R,8.272,0.005958157879329166
84-008.272-R-2-SI-BB3,R,8.272,0.005958135228698745
84-008.722-R-1-SI2-BB1,R,8.722,0.005956514357398078
84-008.722-R-1-SI2-BB2,R,8.722,0.0059564691246892605
84-009.006-R-2-SI-BB1,R,9.006,0.005955485737287184
84-009.006-R-2-SI-BB2,R,9.006,0.005955474849204334
84-009.006-R-2-SI-BB3,R,9.006,0.005955453073041038
84-009.322-R-1-SI-BB1,R,9.322,0.005954298875776865
84-009.322-R-1-SI-BB2,R,9.322,0.005954287924925161
84-009.322-R-1-SI-BB3,R,9.322,0.005954265764333054
84-009.337-R-2-BB,R,9.337,0.0059542923907986945
84-009.337-R-2-Returskab m. SI-BB1,R,9.337,0.005954292131905185
84-009.652-R-1-SI2-BB1,R,9.652,0.0059531533632847956
84-009.652-R-1-SI2-BB2,R,9.652,0.005953111914983866
84-009.880-R-1-SI-BB1,R,9.88,0.00595228647954856
84-009.880-R-1-SI-BB2,R,9.88,0.005952275731447774
84-009.880-R-1-SI-BB3,R,9.88,0.005952254737440786
84-009.880-R-2-SI-BB1,R,9.88,0.005952282681644938
84-009.880-R-2-SI-BB2,R,9.88,0.005952272467199017
84-009.880-R-2-SI-BB3,R,9.88,0.005952251536117395
84-010.150-R-1-F-BB,R,10.15,0.005951195968474367
84-010.150-R-1-SI-BB1,R,10.15,0.005951340676676046
84-010.150-R-1-SI-BB2,R,10.15,0.0059513303403735205
84-010.150-R-2-SI-BB1,R,10.15,0.005951340236199241
84-010.150-R-2-SI-BB2,R,10.15,0.005951329931359347
84-010.426-R-1-F-BB,R,10.426,0.005946258608387796
84-010.426-R-2-SI-BB1,R,10.426,0.005946104081751299
84-010.426-R-2-SI-BB2,R,10.426,0.005946092195086558
84-010.467-R-1-F-BB,R,10.467,0.005945795788723971
84-010.467-R-1-SI-BB1,R,10.467,0.00594568198062319
84-010.467-R-1-SI-BB2,R,10.467,0.005945673226153924
84-010.709-R-1-F-BB,R,10.709,0.005944982495930663
84-010.709-R-1-SI-BB1,R,10.709,0.005944990345598763
84-010.709-R-1-SI-BB2,R,10.709,0.005944981735008943
84-010.709-R-2-SI-BB1,R,10.709,0.005945006657826063
84-010.709-R-2-SI-BB2,R,10.709,0.005944994939422787
84-010.762-R-1-F-BB,R,10.762,0.005944802911692127
84-010.762-R-2-SI-BB1,R,10.762,0.005944809848956081
84-010.762-R-2-SI-BB2,R,10.762,0.005944799386072906
84-010.800-R-1-F-BB,R,10.8,0.005944741296930688
84-010.800-R-1-SI-BB1,R,10.8,0.005944726145775142
84-010.800-R-1-SI-BB2,R,10.8,0.005944716365279792
84-011.010-R-2-SI-BB1,R,11.01,0.005943962019306136
84-011.010-R-2-SI-BB2,R,11.01,0.005943951703846015
84-011.010-R-2-SI-BB3,R,11.01,0.005943931686490413
84-011.045-R-1-SI-BB1,R,11.045,0.005943943392008824
