busbar_name,type [R or K],busbar_kilometering [km],current [kA]
85-010.062-K-1-L3-R1-82,K,10.062,-1738.5272616103787
85-010.062-K-2-BR1-B1-81,K,10.062,-1738.5272585876066
87-000.000-K-11-O1-O1-BB,K,0.0,-1738.6452210807176
87-000.000-K-12-T1-T1-BB,K,0.0,-1738.6452210807176
87-002.385-K-11-O1-O1-71-BB,K,2.385,-1738.6452218346578
87-002.385-K-12-T1-T1-71-BB,K,2.385,-1738.6452218346578
87-003.277-K-11-B1-82-Fødekoble,K,3.277,-1738.6452223656165
87-003.277-K-11-O1-82-Fødekobler,K,3.277,-1738.6452222537837
87-003.277-K-12-R1-Fødekobler,K,3.277,-1738.645222361078
87-003.277-K-12-T1-Fødekobler,K,3.277,-1738.6452222614616
85-036.080-K-1-O2-O2,K,36.08,-1738.3833593050783
85-036.090-K-2-T1-T1-Fødekobler,K,36.09,-1738.3612318839944
85-037.502-K-1-O2-O1-31,K,37.502,-1738.3764299032546
85-037.502-K-2-T1-T2-32,K,37.502,-1738.3681089843951
85-038.000-K-2-T3-T3,K,38.0,-1738.3722686065405
85-038.355-K-1-O1-O1-91,K,38.355,-1738.3722735066406
85-038.355-K-2-T2-T2-91,K,38.355,-1738.372263763175
85-038.355-K-2-T3-T3-91-92,K,38.355,-1738.3722686345914
85-038.880-K-1-O1-O1,K,38.88,-1738.3722733407049
85-038.880-K-2-T2-T2,K,38.88,-1738.3722635972392
83-033.822-K-1-V2-L1-82-Fødekobler,K,33.822,0.0
83-033.822-K-2-GR1-BR1-81-Fødekobler,K,33.822,0.0
83-034.780-K-1-L1-L2-22-BB,K,34.78,0.0
83-039.422-K-1-L2-L2-Fødekobler,K,39.422,0.0
83-039.422-K-2-BR1-B4-81-Fødekobler,K,39.422,0.0
82-035.924-K-4-L1-L1-BB,K,35.924,-1738.8098580587744
82-035.984-K-1-R1-R1-BB,K,35.984,-1738.809857858332
82-035.984-K-3-B1-B1-BB,K,35.984,-1738.8098580299616
82-036.149-K-1C-R3-R3-BB,K,36.149,-1738.8098573443058
82-036.226-K-1-R1-R1-BB,K,36.226,-1738.8098575147096
82-036.226-K-2-B1-B1-92-BB,K,36.226,-1738.8098575147096
82-036.226-K-2-R2-R2-91-92-BB,K,36.226,-1738.8098575147096
82-036.226-K-4-L1-L1-93-BB,K,36.226,-1738.8098575147096
82-036.380-K-1-R3-R3-51-BB,K,36.38,-1738.8098574173364
82-036.380-K-3-B1-B1-BB,K,36.38,-1738.809857466023
82-036.380-K-3-R1-R1-BB,K,36.38,-1738.809857466023
82-036.380-K-3-R2-R2-BB,K,36.38,-1738.809857466023
82-036.380-K-4-L1-L1-BB,K,36.38,-1738.809857466023
82-036.380-K-6/7-L1-L1-BB,K,36.38,-1738.809857466023
82-026.526-K-1-V2-V2-81-BB,K,26.526,-1738.8098952325697
82-026.526-K-2-GR1-GR1-BB,K,26.526,-1738.8098952502996
82-027.797-K-1-V2-V2,K,27.797,-1738.809890723277
82-027.797-K-2-GR1-GR1,K,27.797,-1738.8098903564007
82-028.838-K-2-GR1-GR2-22-BB,K,28.838,-1738.8098840050104
82-029.203-K-1-V2-V1-21-BB,K,29.203,-1738.8098828540294
82-029.243-K-1-V1-V1-71-BB,K,29.243,-1738.8098826427993
82-029.243-K-2-GR2-GR2-72-BB,K,29.243,-1738.8098816620484
82-029.243-K-3-GR3-GR3-71-72-BB,K,29.243,-1738.8098816613629
82-029.563-K-3-GR3-GR3-BB,K,29.563,-1738.809881560196
82-030.338-K-2-GR2-GR4-24-BB,K,30.338,-1738.8098767131007
82-030.948-K-1-V1-T1-81-Fødekobler,K,30.948,-1738.8098740287653
82-030.948-K-1-V1-V1-Fødekobler,K,30.948,-1738.8098741781566
82-030.948-K-2-GR4-GR4-Fødekobler,K,30.948,-1738.8098741490028
82-030.948-K-2-GR4-O1-82-BB,K,30.948,-1738.809874043897
82-030.984-K-1-T1-T1-BB,K,30.984,-1738.8098739092818
82-030.984-K-2-O1-O1-BB,K,30.984,-1738.8098739243783
82-034.650-K-1-T1-T1-Fødekobler(1),K,34.65,-1738.8098598079596
82-034.650-K-2-O1-O1,K,34.65,-1738.8098598184583
82-035.680-K-1-T1-R2-82-Fødekobler,K,35.68,-1738.8098581457616
82-035.680-K-1-T1-T1-Fødekobler,K,35.68,-1738.8098581475854
82-035.680-K-2-O1-B1-82-Fødekobler,K,35.68,-1738.8098581559511
82-035.680-K-2-O1-O1-Fødekobler,K,35.68,-1738.8098581574793
84-024.334-K-1-B1-O1-82-Fødekobler,K,24.334,-1738.6450987038734
84-024.334-K-1-O1-O1-Fødekabler,K,24.334,-1738.645098913421
84-024.334-K-2-R1-T1-81-Fødekobler,K,24.334,-1738.6450986850382
84-024.334-K-2-T1-T1-82-Fødekobler,K,24.334,-1738.6451220166625
84-026.251-K-1-R1-91,K,26.251,-1738.6450947552698
84-026.251-K-2-R1-92,K,26.251,-1738.645094755634
84-026.314-K-1-B1-01-BB,K,26.314,-1738.6450946897307
84-026.412-K-2-52-BB,K,26.412,-1738.6450945038534
84-026.862-K-2-B3-52-BB,K,26.862,-1738.6450938189348
84-026.900-K-11-B3-BB,K,26.9,-1738.6450936890105
84-026.990-K-2-B2-02a-BB,K,26.99,-1738.6450938460753
84-027.050-K-1-B2-02b-BB,K,27.05,-1738.6450938118871
84-027.103-K-2-B3,K,27.103,-1738.645093727514
84-027.199-K-1-B2-06a-BB,K,27.199,-1738.6450937552474
84-027.230-K-2-B2-06b-BB,K,27.23,-1738.6450937552227
84-027.429-K-1-BB,K,27.429,-1738.645093711623
84-027.429-K-2-B2-BB,K,27.429,-1738.6450937174786
82-009.550-R-1-BB,R,9.55,0.0201109021064745
82-009.550-R-2-BB,R,9.55,0.020152282584276416
82-010.221-R-1-BB,R,10.221,0.025080033689587646
82-010.221-R-2-BB,R,10.221,0.0250806268563144
82-010.620-R-1-BB,R,10.62,0.028023192809946442
82-010.620-R-2-BB,R,10.62,0.028023199776876305
82-010.707-R-1-BB,R,10.707,0.02866489449569044
82-010.707-R-2-BB,R,10.707,0.028664894869205235
82-011.042-R-1-BB,R,11.042,0.031135874547425852
82-011.042-R-2-BB,R,11.042,0.031135874557995012
82-011.435-R-1-BB,R,11.435,0.03403481055381965
82-011.435-R-2-BB,R,11.435,0.034034810553972894
82-011.815-R-1-BB,R,11.815,0.03683801543915002
82-011.815-R-2-BB,R,11.815,0.036838015435055244
82-012.177-R-1-BB,R,12.177,0.039508597789924854
82-012.177-R-2-BB,R,12.177,0.03950859763355251
82-012.625-R-1-BB,R,12.625,0.04281386451621319
82-012.625-R-2-BB,R,12.625,0.042813857165904044
82-012.762-R-1-BB,R,12.762,0.04382473289251979
82-012.762-R-1-Retur-BB,R,12.762,0.04382473289251979
82-012.762-R-2-BB,R,12.762,0.04382462264303564
82-009.150-R-4-SI-BB1,R,9.15,0.014056938947795724
82-009.150-R-4-SI-BB2,R,9.15,0.014056818281883744
82-009.150-R-4-SI-BB3,R,9.15,0.014056697615977444
82-009.200-R-3-SI-BB1,R,9.2,0.014027494891337347
82-009.200-R-3-SI-BB2,R,9.2,0.014027691594638651
82-009.200-R-3-SI-BB3,R,9.2,0.014027888297951282
82-009.537-R-3-SI-BB1,R,9.537,0.014038686151335624
82-009.537-R-3-SI-BB2,R,9.537,0.014038679252801592
82-009.537-R-4-SI-BB1,R,9.537,0.014041555074372034
82-009.537-R-4-SI-BB2,R,9.537,0.01404143495217833
82-010.084-R-4-SI-BB1(1),R,10.084,0.014038943430289611
82-010.084-R-4-SI-BB2,R,10.084,0.01403892979922921
82-010.084-R-4-SI-BB3,R,10.084,0.014038916168174482
82-010.423-R-3-SI-BB1,R,10.423,0.014036871901757788
82-010.423-R-3-SI-BB2,R,10.423,0.014036860592206454
82-010.423-R-3-SI-BB3,R,10.423,0.014036849282666464
82-010.450-R-4-SI-BB1,R,10.45,0.0140381360213351
82-010.450-R-4-SI-BB2,R,10.45,0.014038123417911927
82-010.450-R-4-SI-BB3,R,10.45,0.014038110814494433
82-011.416-R-3-SI-BB1,R,11.416,0.01403616173242329
82-011.416-R-3-SI-BB2,R,11.416,0.014036155998206413
82-011.416-R-3-SI-BB3,R,11.416,0.014036145333994563
82-011.440-R-4-SI-BB1,R,11.44,0.014036306820413336
82-011.440-R-4-SI-BB2,R,11.44,0.014036296996374856
82-011.440-R-4-SI-BB3,R,11.44,0.01403628963734521
82-011.794-R-3-SI-BB1,R,11.794,0.014035850399794728
82-011.794-R-3-SI-BB2,R,11.794,0.01403584185784862
82-011.794-R-3-SI-BB3,R,11.794,0.014035831763553702
82-011.807-R-4-SI-BB1,R,11.807,0.014035881484738586
82-011.807-R-4-SI-BB2,R,11.807,0.01403587515596911
82-011.807-R-4-SI-BB3,R,11.807,0.01403586960338538
82-012.225-R-3-SI-BB1,R,12.225,0.014035520643181816
82-012.225-R-3-SI-BB2,R,12.225,0.014035512968660395
82-012.225-R-3-SI-BB3,R,12.225,0.014035505294150305
82-012.395-R-4-SI-BB1,R,12.395,0.014035417912875093
82-012.395-R-4-SI-BB2,R,12.395,0.014035414010894587
82-012.395-R-4-SI-BB3,R,12.395,0.014035410108919752
82-012.699-R-4-BB,R,12.699,0.014035238429490064
82-012.699-R-4-Returskab m.SI-BB,R,12.699,0.014035238429490064
82-012.781-R-10-BB,R,12.781,0.014035080909161227
82-012.781-R-8-BB,R,12.781,0.014035081776588252
82-012.781-R-9-BB,R,12.781,0.014035081441231655
82-012.807-R-4-SI-BB1,R,12.807,0.014035205075353194
82-012.807-R-4-SI-BB2,R,12.807,0.014035203326418366
82-012.968-R-3-SI-BB1,R,12.968,0.014035167903972339
82-012.968-R-3-SI-BB2,R,12.968,0.01403516440078726
82-012.980-R-3-BB,R,12.98,0.01403516101803531
82-012.980-R-3-Returskab-BB,R,12.98,0.01403516101803531
82-012.980-R-4-BB,R,12.98,0.014035160985621235
82-013.024-R-10-BB,R,13.024,0.014035091144590986
82-013.024-R-11-BB,R,13.024,0.014035090355783283
82-013.024-R-4-BB,R,13.024,0.014035120185828698
82-013.024-R-8-BB,R,13.024,0.014035099318929933
82-013.024-R-9-BB,R,13.024,0.014035094066735154
82-013.057-R-11-BB,R,13.057,0.014035093234532014
82-013.083-R-11-BB,R,13.083,0.014035090120820111
82-013.111-R-5-SI-BB1,R,13.111,0.014035102711167737
82-013.111-R-5-SI-BB2,R,13.111,0.01403510228375474
82-013.145-R-3-BB,R,13.145,0.014035108578743733
82-013.145-R-4-BB,R,13.145,0.014035098376323012
82-013.187-R-11-BB,R,13.187,0.014035087653917143
82-013.238-R-3-SI-BB1,R,13.238,0.014035096733190726
82-013.238-R-3-SI-BB2,R,13.238,0.014035096149017122
82-013.238-R-4-SI-BB1,R,13.238,0.014035096620368129
82-013.238-R-4-SI-BB2,R,13.238,0.014035096381219686
82-013.238-R-5-SI-BB1,R,13.238,0.014035097141684319
82-013.238-R-5-SI-BB2,R,13.238,0.014035097070774246
82-013.381-R-3-SI-BB1,R,13.381,0.01403509154782737
82-013.381-R-3-SI-BB2,R,13.381,0.014035091553228187
82-013.381-R-4-SI-BB1,R,13.381,0.01403509159111894
82-013.381-R-4-SI-BB2,R,13.381,0.014035091588407189
82-012.762-R-1-BB,R,12.762,0.0438804868667842
82-012.762-R-2-BB,R,12.762,0.043880556821306156
82-013.000-R-1-BB,R,13.0,0.044545106856998945
82-013.000-R-2-BB,R,13.0,0.04454511353094075
82-013.350-R-1-BB,R,13.35,0.04552257975072972
82-013.350-R-2-BB,R,13.35,0.04552261015900828
82-013.495-R-1-BB,R,13.495,0.04592747565266452
82-013.495-R-2-BB,R,13.495,0.04592773635379829
82-013.528-R-1-BB,R,13.528,0.046107049322955236
82-013.528-R-2-BB,R,13.528,0.04611687829819114
82-013.528-R-3-BB,R,13.528,0.0461569282591773
82-013.669-R-3-BB,R,13.669,0.04643929754164071
82-013.870-R-1-BB,R,13.87,0.047262453504685845
82-013.870-R-3-BB,R,13.87,0.047256694626512705
82-014.100-R-2-BB,R,14.1,0.04825017784588465
82-014.143-R-3-BB,R,14.143,0.04828838130391824
82-014.200-R-3,R,14.2,0.048538371020555145
82-014.247-R-1,R,14.247,0.048644863816673316
82-014.297-R-2-BB,R,14.297,0.04886556501460942
82-014.297-R-2-BB(1),R,14.297,0.04883753981286093
82-014.297-R-2-Returskab,R,14.297,0.05111459464311576
82-014.320-R-2-SI-BB1,R,14.32,0.04900219061644499
82-014.320-R-2-SI-BB2,R,14.32,0.04902082361849033
82-014.400-R-1-SI2-BB1,R,14.4,0.049428479497748846
82-014.400-R-1-SI2-BB2,R,14.4,0.04944423886534992
82-014.920-R-1-SI-BB1,R,14.92,0.050776122563472276
82-014.920-R-1-SI2-BB2,R,14.92,0.050791887142573
82-014.920-R-2-SI-BB1,R,14.92,0.050837828042888576
82-014.920-R-2-SI-BB2,R,14.92,0.05085646703649426
82-015.010-R-2-BB,R,15.01,0.05112906899191826
82-015.040-R-1-BB,R,15.04,0.05109930827944564
82-015.047-R-1-SI2-BB1,R,15.047,0.051117206392840585
82-015.047-R-1-SI2-BB2,R,15.047,0.051132941034530185
82-015.047-R-2-SI-BB2,R,15.047,0.05132068486563589
82-015.047-R-SI2-BB1,R,15.047,0.05130201313850147
82-015.468-R-1-SI-BB1,R,15.468,0.05220953439364211
82-015.468-R-1-SI-BB2,R,15.468,0.05222527338609218
82-015.468-R-2-SI-BB1,R,15.468,0.05259821210700467
82-015.468-R-2-SI-BB2,R,15.468,0.05261688820916718
82-015.600-R-1-SI-BB1,R,15.6,0.0525628895144818
82-015.600-R-1-SI-BB2,R,15.6,0.05257745982089438
82-015.600-R-2-SI-BB1,R,15.6,0.05304260342559695
82-015.600-R-2-SI-BB2,R,15.6,0.0530624509917913
82-015.920-R-1-SI-BB1,R,15.92,0.05409285897535854
82-015.920-R-1-SI2-BB2,R,15.92,0.05410743098853949
82-015.920-R-2-BB,R,15.92,0.054131640426945515
82-015.920-R-2-SI-BB1,R,15.92,0.05409461259229283
82-015.920-R-2-SI-BB2,R,15.92,0.05411446358755681
82-015.950-R-2-BB,R,15.95,0.054206002935488475
82-015.960-R-1-SI-BB1,R,15.96,0.05420215046842786
82-015.960-R-1-SI2-BB2,R,15.96,0.05421613022757121
82-015.960-R-2-SI-BB1,R,15.96,0.0542091427677811
82-015.960-R-2-SI-BB2,R,15.96,0.05422467511669664
82-015.980-R-2-BB,R,15.98,0.05421091470253861
82-016.020-R-1-BB,R,16.02,0.05435243603276707
82-016.020-R-1-Retur-SFTOM-BB(1),R,16.02,0.05434913182171351
82-016.020-R-2-BB,R,16.02,0.05437611867063796
82-016.020-R-2-Retur-SFTOM-BB,R,16.02,0.05437611867063796
84-011.737-R-1-BB2,R,11.737,0.005941571796741921
84-011.737-R-1-Returskab m. SI-BB,R,11.737,0.005941571938377776
84-011.737-R-2-BB1,R,11.737,0.005941575716758568
84-011.737-R-2-Returskab m. SI-BB,R,11.737,0.005941575575105909
84-012.050-R-1-SI-BB1,R,12.05,0.005940606990914412
84-012.050-R-1-SI-BB2,R,12.05,0.005940597599433571
84-012.050-R-1-SI-BB3,R,12.05,0.005940578661084739
84-012.050-R-2-SI-BB1,R,12.05,0.005940618258008926
84-012.050-R-2-SI-BB2,R,12.05,0.005940599619497409
84-012.050-R-2-SI-BB3,R,12.05,0.005940581136377842
84-012.260-R-1-SI-BB1,R,12.26,0.005939936647250101
84-012.260-R-1-SI-BB2,R,12.26,0.005939917958396909
84-012.260-R-2-SI-BB1,R,12.26,0.005939954657241938
84-012.260-R-2-SI-BB2,R,12.26,0.005939918189994945
84-012.597-R-2-SI-BB1,R,12.597,0.005938930633492394
84-012.597-R-2-SI-BB2,R,12.597,0.005938894966889527
84-012.856-R-1-SI-BB1,R,12.856,0.005938142230134158
84-012.856-R-1-SI-BB2,R,12.856,0.005938124249218249
84-012.856-R-1-SI-BB3,R,12.856,0.00593810556777957
84-012.856-R-2-SI-BB1,R,12.856,0.005938150881725356
84-012.856-R-2-SI-BB2,R,12.856,0.005938133356044249
84-012.856-R-2-SI-BB3,R,12.856,0.005938116530890711
84-013.083-R-1-SI-BB1,R,13.083,0.005937421428608691
84-013.083-R-1-SI-BB2,R,13.083,0.005937403016749299
84-013.083-R-1-SI-BB3,R,13.083,0.005937386356650605
84-013.143-R-2-SI-BB1,R,13.143,0.005937339796078437
84-013.143-R-2-SI-BB2,R,13.143,0.0059373233117553355
84-013.143-R-2-SI-BB3,R,13.143,0.005937305075676328
84-013.328-R-1-SI-BB1,R,13.328,0.005936728867983721
84-013.328-R-1-SI-BB2,R,13.328,0.005936712498805687
84-013.436-R-1-BB,R,13.436,0.005936426345035492
84-013.436-R-2-F-BB,R,13.436,0.005936412154087354
84-013.436-R-2-SI-BB1,R,13.436,0.005936445093295731
84-013.436-R-2-SI-BB2,R,13.436,0.005936427205122456
84-013.630-R-2-F-BB,R,13.63,0.005935962646544932
84-013.630-R-2-SI-BB1,R,13.63,0.005935948625869202
84-013.630-R-2-SI-BB2,R,13.63,0.00593593284107494
84-013.691-R-1-F-BB,R,13.691,0.005935864195316841
84-013.691-R-1-SI-BB1,R,13.691,0.0059358396269389435
84-013.691-R-1-SI-BB2,R,13.691,0.005935821839443638
84-013.921-R-2-SI-BB1,R,13.921,0.0059351945860247265
84-013.921-R-2-SI-BB2,R,13.921,0.00593517914668512
84-013.958-R-1-SI-BB1,R,13.958,0.005935056961018154
84-013.958-R-1-SI-BB2,R,13.958,0.005935039490480132
84-013.973-R-22-BB,R,13.973,0.005934914039220752
84-013.993-R-1-BB,R,13.993,0.00593498415290428
84-013.993-R-2-BB,R,13.993,0.005934999006436321
84-014.077-R-1-SI-BB1,R,14.077,0.005934790083993014
84-014.077-R-1-SI-BB2,R,14.077,0.005934776758024098
84-014.077-R-22-BB,R,14.077,0.005934784613069548
84-014.133-R-2-SI-BB1,R,14.133,0.005934755841009228
84-014.133-R-2-SI-BB2,R,14.133,0.005934745235506852
84-014.300-R-1-SI-BB1,R,14.3,0.005934298654198547
84-014.300-R-1-SI-BB2,R,14.3,0.00593428559291484
84-014.300-R-1-SI-BB3,R,14.3,0.005934270633390813
84-014.352-R-2-SI-BB1,R,14.352,0.005934372437655776
84-014.352-R-2-SI-BB2,R,14.352,0.005934362092091896
84-014.352-R-2-SI-BB3,R,14.352,0.005934345532869327
84-014.352-R-22-BB,R,14.352,0.005934414819459544
84-014.677-R-2-BB,R,14.677,0.005933481184921083
84-015.127-R-1-SI-BB1,R,15.127,0.005932326213341922
84-015.127-R-1-SI-BB2,R,15.127,0.005932312235190381
84-015.127-R-1-SI-BB3,R,15.127,0.005932297485498729
84-015.127-R-2-SI-BB1,R,15.127,0.0059323180217609045
84-015.127-R-2-SI-BB2,R,15.127,0.005932317250216
84-015.458-R-1,R,15.458,0.0059315146983340465
84-015.458-R-2-SI-BB1,R,15.458,0.0059315288707216095
84-015.458-R-2-SI-BB2,R,15.458,0.005931499920103018
84-015.728-R-1-SI-BB1,R,15.728,0.005930891811813132
84-015.728-R-1-SI-BB2,R,15.728,0.005930877775105919
84-015.728-R-1-SI-BB3,R,15.728,0.005930863738401103
84-016.000-R-1-BB,R,16.0,0.005930250446488261
84-016.000-R-1-Returskab m. SI-BB,R,16.0,0.005930250535013548
84-016.000-R-2-BB,R,16.0,0.005930253322518635
84-016.000-R-2-Returskab m. SI-BB,R,16.0,0.005930253233976575
85-001.996-R-1-SI-BB1,R,1.996,-0.008425759750741533
85-001.996-R-1-SI-BB2,R,1.996,-0.008425759750744938
85-001.996-R-2-SI-BB1,R,1.996,-0.00829878075627807
85-001.996-R-2-SI-BB2,R,1.996,-0.008316342464866136
85-001.996-R-2-SI-BB3,R,1.996,-0.00833390417345756
85-002.332-R-1-SI-BB1,R,2.332,-0.009417099599971886
85-002.332-R-1-SI-BB2,R,2.332,-0.009435256325859589
85-002.332-R-2-SI-BB1,R,2.332,-0.0092927886475133
85-002.332-R-2-SI-BB2,R,2.332,-0.009310350948368783
85-002.440-R-2-BB,R,2.44,-0.009926789435388737
85-002.559-R-2-SI-BB1,R,2.559,-0.011240379074584798
85-002.559-R-2-SI-BB2,R,2.559,-0.01127434396895389
85-002.565-R-2-new_busbar,R,2.565,-0.012830788851009503
85-002.579-R-1-SI-BB1,R,2.579,-0.00968978099263342
85-002.579-R-1-SI-BB2,R,2.579,-0.009691536107110118
85-002.679-R-1-SI-BB1,R,2.679,-0.009748578896985868
85-002.679-R-1-SI-BB2,R,2.679,-0.009750334108671009
85-002.679-R-1-SI-BB3,R,2.679,-0.00975208932036009
85-002.706-R-2-SI-BB1,R,2.706,-0.012802689806083465
85-002.706-R-2-SI-BB2,R,2.706,-0.012788280042655505
85-002.706-R-2-SI-BB3,R,2.706,-0.012773870279232716
85-003.107-R-2-SI-BB1,R,3.107,-0.010895951372475616
85-003.107-R-2-SI-BB2,R,3.107,-0.010881542083642358
85-003.107-R-2-SI-BB3,R,3.107,-0.010874987948860647
85-003.170-R-1-SI-BB1,R,3.17,-0.01003221539852125
85-003.170-R-1-SI-BB2,R,3.17,-0.010033971095923053
85-003.170-R-1-SI-BB3,R,3.17,-0.010027871639281757
85-003.507-R-1-SI-BB1,R,3.507,-0.009359847207814777
85-003.507-R-1-SI-BB2,R,3.507,-0.009353748077864425
85-003.507-R-1-SI-BB3,R,3.507,-0.009347648947917854
85-003.699-R-2-SI-BB1,R,3.699,-0.009614034453441242
85-003.699-R-2-SI-BB2,R,3.699,-0.009607480925142946
85-003.699-R-2-SI-BB3,R,3.699,-0.009600927396848532
85-003.974-R-1-SI-BB1,R,3.974,-0.008884834389094475
85-003.974-R-1-SI-BB2,R,3.974,-0.008878736110612349
85-003.974-R-1-SI-BB3,R,3.974,-0.008878228248138043
85-004.074-R-2-SI-BB1,R,4.074,-0.00920159373988056
85-004.074-R-2-SI-BB2,R,4.074,-0.009195040916688362
85-004.074-R-2-SI-BB3,R,4.074,-0.009192543283866084
85-004.574-R-1-SI-BB1,R,4.574,-0.008828763596214878
85-004.574-R-1-SI-BB2,R,4.574,-0.008828256796167396
85-004.574-R-1-SI-BB3,R,4.574,-0.008827586248937983
85-004.824-R-2-SI-BB1,R,4.824,-0.00888822833532002
85-004.824-R-2-SI-BB2,R,4.824,-0.008885732058563064
85-004.824-R-2-SI-BB3,R,4.824,-0.008883399528995198
85-005.076-R-1-SI-BB1,R,5.076,-0.008772922516926972
85-005.076-R-1-SI-BB2,R,5.076,-0.008772252853250258
85-005.076-R-1-SI-BB3,R,5.076,-0.008770801251196607
85-005.076-R-2-BB,R,5.076,-0.008787891620859984
85-005.327-R-2-SI-BB1,R,5.327,-0.008724674052903472
85-005.327-R-2-SI-BB2,R,5.327,-0.00872312434660877
85-005.327-R-2-SI-BB3,R,5.327,-0.008721574640317595
85-005.847-R-1-Returskab m. SI-BB1,R,5.847,-0.008589018389346847
85-005.847-R-1-Returskab m. SI-BB2,R,5.847,-0.008587568125742497
85-005.847-R-1-Returskab m. SI-BB3,R,5.847,-0.008586265064532658
85-005.847-R-2-Returskab m. SI-BB1,R,5.847,-0.008590662793786891
85-005.847-R-2-Returskab m. SI-BB2,R,5.847,-0.008589113987739124
85-005.847-R-2-Returskab m. SI-BB3,R,5.847,-0.008587565181694824
85-005.847-R-2-Returskab-BB,R,5.847,-0.008587565181694824
81-001.640-R-3-BB2,R,1.64,-0.006559418556208705
81-001.640-R-4-BB,R,1.64,-0.007153399529754628
81-001.640-R-4-BB(1),R,1.64,-0.0071930788662979105
81-001.640-R-4-Returskab m. SI-BB,R,1.64,-0.0071930788662979105
81-001.640-R-5-BB,R,1.64,-0.007316439405443058
81-001.640-R-6-BB,R,1.64,-0.007225779057649738
81-001.920-R-5-BB,R,1.92,-0.008142525454100196
81-001.920-R-6-BB,R,1.92,-0.008024819357448806
81-002.134-R-3-SI-BB1,R,2.134,-0.005924070174051417
81-002.134-R-3-SI-BB2,R,2.134,-0.005920112995877504
81-002.342-R-3-SI2-BB1,R,2.342,-0.005786364546352016
81-002.342-R-3-SI2-BB2,R,2.342,-0.005778450677003173
81-002.426-R-4-SI-BB1,R,2.426,-0.0058325943611768185
81-002.426-R-4-SI-BB2,R,2.426,-0.005827424086292249
81-002.700-R-3-SI-BB1,R,2.7,-0.00554826805021854
81-002.700-R-3-SI-BB2,R,2.7,-0.00554431152104528
81-002.700-R-3-SI-BB3,R,2.7,-0.005539919954019675
81-002.740-R-4-SI-BB1,R,2.74,-0.005563620167127722
81-002.740-R-4-SI-BB2,R,2.74,-0.005558450249926595
81-002.740-R-4-SI-BB3,R,2.74,-0.0055537153705823026
81-002.839-R-3-SI2-BB1,R,2.839,-0.005440727181822647
81-002.839-R-3-SI2-BB2,R,2.839,-0.005431944353042333
81-003.054-R-4-SI2-BB1,R,3.054,-0.005312127068631012
81-003.054-R-4-SI2-BB2,R,3.054,-0.005302657992326209
81-003.054-R-4-SI2-BB3,R,3.054,-0.005293188916025689
81-003.112-R-3-SI2-BB1,R,3.112,-0.005237136826935746
81-003.112-R-3-SI2-BB2,R,3.112,-0.005228354580695954
81-003.445-R-3-SI-BB1,R,3.445,-0.004990749361241337
81-003.445-R-3-SI-BB2,R,3.445,-0.004986358578421771
81-003.445-R-3-SI-BB3,R,3.445,-0.00498176954122085
81-003.445-R-4-SI-BB1,R,3.445,-0.004992381367720844
81-003.445-R-4-SI-BB2,R,3.445,-0.004987647231740584
81-003.445-R-4-SI-BB3,R,3.445,-0.0049831113501457094
81-003.564-R-3-SI-BB1,R,3.564,-0.004893030185080432
81-003.564-R-3-SI-BB2,R,3.564,-0.004888441265393633
81-003.564-R-4-SI-BB1,R,3.564,-0.004895399890796125
81-003.564-R-4-SI-BB2,R,3.564,-0.004890864126759541
81-003.716-R-3-BB,R,3.716,-0.004643337000769558
81-003.792-R-4-BB,R,3.792,-0.004582389159772746
81-004.117-R-4-BB,R,4.117,-0.0042375266899698835
81-004.183-R-3-BB1,R,4.183,-0.004215187310162096
81-004.234-R-4-BB1,R,4.234,-0.004190627009385955
81-004.494-R-131-BB,R,4.494,-0.007148482369121312
81-004.494-R-131-Returskab-BB(1),R,4.494,-0.007148482369121312
83-003.792-R-1-BB,R,3.792,-0.004576553112337495
85-010.311-R-2-SI-BB1,R,10.311,-0.006915561369572518
85-010.311-R-2-SI-BB2,R,10.311,-0.0069133151863901105
85-010.781-R-1-SI-BB1,R,10.781,-0.006734646815041355
85-010.781-R-1-SI-BB2,R,10.781,-0.006734646815044075
85-010.801-R-2-SI-BB1,R,10.801,-0.0067344898380965685
85-010.801-R-2-SI-BB2,R,10.801,-0.0067322443236622065
85-011.336-R-1-SI-BB1,R,11.336,-0.006533001630450516
85-011.336-R-1-SI-BB2,R,11.336,-0.006530766148868616
85-011.761-R-2-SI-BB1,R,11.761,-0.006382044941466541
85-011.761-R-2-SI-BB2,R,11.761,-0.006379800686009357
85-011.761-R-2-SI-BB3,R,11.761,-0.0063775564305547485
85-012.136-R-1-SI-BB1,R,12.136,-0.0062402214921611346
85-012.136-R-1-SI-BB2,R,12.136,-0.0062379870322635325
85-012.136-R-1-SI-BB3,R,12.136,-0.00623575257236845
85-012.461-R-2-SI-BB1,R,12.461,-0.006122323171489539
85-012.461-R-2-SI-BB2,R,12.461,-0.006120079791031637
85-012.461-R-2-SI-BB3,R,12.461,-0.0061178364105762065
85-012.860-R-1-SI-BB1,R,12.86,-0.005972921505401883
85-012.860-R-1-SI-BB2,R,12.86,-0.005970687929419805
85-012.860-R-1-SI-BB3,R,12.86,-0.005968454353440136
85-012.860-R-2-SI-BB1,R,12.86,-0.005972397075827387
85-012.860-R-2-SI-BB2,R,12.86,-0.0059701541777771976
85-012.860-R-2-SI-BB3,R,12.86,-0.00596791127972942
