id,km,BTR,spor
43273,7.544,85,Nordgående
43267,7.524,85,Nordgående
43261,7.504,85,Nordgående
43255,7.485,85,Nordgående
43249,7.466,85,Nordgående
43243,7.447,85,Nordgående
43237,7.428,85,Nordgående
43231,7.409,85,Nordgående
43225,7.39,85,Nordgående
43219,7.372,85,Nordgående
43213,7.354,85,Nordgående
43207,7.336,85,Nordgående
43201,7.318,85,Nordgående
43195,7.3,85,Nordgående
43189,7.282,85,Nordgående
43183,7.264,85,Nordgående
43177,7.246,85,Nordgående
43171,7.228,85,Nordgående
43165,7.209,85,Nordgående
43159,7.19,85,Nordgående
43153,7.171,85,Nordgående
43147,7.152,85,Nordgående
43141,7.133,85,Nordgående
43135,7.114,85,Nordgående
43129,7.095,85,Nordgående
43123,7.076,85,Nordgående
43117,7.057,85,Nordgående
43111,7.038,85,Nordgående
43105,7.019,85,Nordgående
43099,7.0,85,Nordgående
43093,6.981,85,Nordgående
43087,6.963,85,Nordgående
43081,6.945,85,Nordgående
43075,6.927,85,Nordgående
43069,6.909,85,Nordgående
43063,6.891,85,Nordgående
43057,6.874,85,Nordgående
43051,6.857,85,Nordgående
43045,6.84,85,Nordgående
43039,6.824,85,Nordgående
43033,6.809,85,Nordgående
43027,6.794,85,Nordgående
43021,6.78,85,Nordgående
43015,6.767,85,Nordgående
43009,6.755,85,Nordgående
43003,6.744,85,Nordgående
42997,6.734,85,Nordgående
42991,6.725,85,Nordgående
42985,6.717,85,Nordgående
42979,6.71,85,Nordgående
42973,6.705,85,Nordgående
42967,6.701,85,Nordgående
42961,6.698,85,Nordgående
42955,6.696,85,Nordgående
42817,6.695,85,Nordgående
42811,6.694,85,Nordgående
42805,6.693,85,Nordgående
42799,6.691,85,Nordgående
42793,6.687,85,Nordgående
42787,6.682,85,Nordgående
42781,6.676,85,Nordgående
42775,6.668,85,Nordgående
42769,6.659,85,Nordgående
42763,6.649,85,Nordgående
42757,6.638,85,Nordgående
42751,6.626,85,Nordgående
42745,6.613,85,Nordgående
42739,6.599,85,Nordgående
42733,6.584,85,Nordgående
42727,6.568,85,Nordgående
42721,6.552,85,Nordgående
42715,6.535,85,Nordgående
42709,6.517,85,Nordgående
42703,6.499,85,Nordgående
42697,6.481,85,Nordgående
42691,6.463,85,Nordgående
42685,6.445,85,Nordgående
42679,6.427,85,Nordgående
42673,6.409,85,Nordgående
42667,6.391,85,Nordgående
42661,6.373,85,Nordgående
42655,6.355,85,Nordgående
42649,6.337,85,Nordgående
42643,6.319,85,Nordgående
42637,6.301,85,Nordgående
42631,6.283,85,Nordgående
42625,6.265,85,Nordgående
42619,6.247,85,Nordgående
42613,6.229,85,Nordgående
42607,6.211,85,Nordgående
42601,6.193,85,Nordgående
42595,6.175,85,Nordgående
42589,6.156,85,Nordgående
42583,6.137,85,Nordgående
42577,6.118,85,Nordgående
42571,6.099,85,Nordgående
42565,6.08,85,Nordgående
42559,6.061,85,Nordgående
42553,6.042,85,Nordgående
42547,6.023,85,Nordgående
42541,6.004,85,Nordgående
42535,5.985,85,Nordgående
42529,5.966,85,Nordgående
42523,5.948,85,Nordgående
42517,5.93,85,Nordgående
42511,5.912,85,Nordgående
42505,5.894,85,Nordgående
42499,5.876,85,Nordgående
42493,5.858,85,Nordgående
42487,5.84,85,Nordgående
42481,5.822,85,Nordgående
42475,5.804,85,Nordgående
42469,5.786,85,Nordgående
42463,5.768,85,Nordgående
42457,5.75,85,Nordgående
42451,5.733,85,Nordgående
42445,5.716,85,Nordgående
42439,5.699,85,Nordgående
42433,5.682,85,Nordgående
42427,5.665,85,Nordgående
42421,5.648,85,Nordgående
42415,5.631,85,Nordgående
42409,5.614,85,Nordgående
42403,5.597,85,Nordgående
42397,5.58,85,Nordgående
42391,5.563,85,Nordgående
42385,5.546,85,Nordgående
42379,5.529,85,Nordgående
42373,5.512,85,Nordgående
42367,5.495,85,Nordgående
42361,5.478,85,Nordgående
42355,5.461,85,Nordgående
42349,5.444,85,Nordgående
42343,5.427,85,Nordgående
42337,5.41,85,Nordgående
42331,5.393,85,Nordgående
42325,5.376,85,Nordgående
42319,5.36,85,Nordgående
42313,5.344,85,Nordgående
42307,5.328,85,Nordgående
42301,5.312,85,Nordgående
42295,5.296,85,Nordgående
42289,5.28,85,Nordgående
42283,5.264,85,Nordgående
42277,5.248,85,Nordgående
42271,5.232,85,Nordgående
42265,5.216,85,Nordgående
42259,5.2,85,Nordgående
42253,5.184,85,Nordgående
42247,5.168,85,Nordgående
42241,5.152,85,Nordgående
42235,5.136,85,Nordgående
42229,5.12,85,Nordgående
42223,5.104,85,Nordgående
42217,5.088,85,Nordgående
42211,5.072,85,Nordgående
42205,5.057,85,Nordgående
42199,5.042,85,Nordgående
42193,5.028,85,Nordgående
42187,5.014,85,Nordgående
42181,5.001,85,Nordgående
42175,4.988,85,Nordgående
42169,4.976,85,Nordgående
42163,4.964,85,Nordgående
42157,4.953,85,Nordgående
42151,4.942,85,Nordgående
42145,4.932,85,Nordgående
42139,4.922,85,Nordgående
42133,4.913,85,Nordgående
42127,4.904,85,Nordgående
42121,4.895,85,Nordgående
42115,4.887,85,Nordgående
42109,4.879,85,Nordgående
42103,4.872,85,Nordgående
42097,4.865,85,Nordgående
42091,4.859,85,Nordgående
42085,4.854,85,Nordgående
42079,4.849,85,Nordgående
42073,4.845,85,Nordgående
42067,4.842,85,Nordgående
42061,4.84,85,Nordgående
42055,4.839,85,Nordgående
41911,4.838,85,Nordgående
41905,4.837,85,Nordgående
41899,4.836,85,Nordgående
41893,4.834,85,Nordgående
41887,4.831,85,Nordgående
41881,4.826,85,Nordgående
41875,4.82,85,Nordgående
41869,4.812,85,Nordgående
41863,4.803,85,Nordgående
41857,4.793,85,Nordgående
41851,4.782,85,Nordgående
41845,4.77,85,Nordgående
41839,4.757,85,Nordgående
41833,4.743,85,Nordgående
41827,4.729,85,Nordgående
41821,4.714,85,Nordgående
41815,4.698,85,Nordgående
41809,4.682,85,Nordgående
41803,4.666,85,Nordgående
41797,4.65,85,Nordgående
41791,4.634,85,Nordgående
41785,4.618,85,Nordgående
41779,4.601,85,Nordgående
41773,4.584,85,Nordgående
41767,4.567,85,Nordgående
41761,4.55,85,Nordgående
41755,4.533,85,Nordgående
41749,4.516,85,Nordgående
41743,4.499,85,Nordgående
41737,4.482,85,Nordgående
41731,4.465,85,Nordgående
41725,4.448,85,Nordgående
41719,4.432,85,Nordgående
41713,4.416,85,Nordgående
41707,4.4,85,Nordgående
41701,4.385,85,Nordgående
41695,4.37,85,Nordgående
41689,4.355,85,Nordgående
41683,4.341,85,Nordgående
41677,4.327,85,Nordgående
41671,4.314,85,Nordgående
41665,4.302,85,Nordgående
41659,4.29,85,Nordgående
41653,4.279,85,Nordgående
41647,4.269,85,Nordgående
41641,4.26,85,Nordgående
41635,4.252,85,Nordgående
41629,4.245,85,Nordgående
41623,4.239,85,Nordgående
41617,4.234,85,Nordgående
41611,4.23,85,Nordgående
41605,4.227,85,Nordgående
41599,4.225,85,Nordgående
41287,4.224,85,Nordgående
41281,4.223,85,Nordgående
41275,4.221,85,Nordgående
41269,4.218,85,Nordgående
41263,4.214,85,Nordgående
41257,4.209,85,Nordgående
41251,4.202,85,Nordgående
41245,4.194,85,Nordgående
41239,4.185,85,Nordgående
41233,4.174,85,Nordgående
41227,4.162,85,Nordgående
41221,4.149,85,Nordgående
41215,4.136,85,Nordgående
41209,4.122,85,Nordgående
41203,4.107,85,Nordgående
41197,4.091,85,Nordgående
41191,4.075,85,Nordgående
41185,4.058,85,Nordgående
41179,4.04,85,Nordgående
41173,4.022,85,Nordgående
41167,4.004,85,Nordgående
41161,3.986,85,Nordgående
41155,3.968,85,Nordgående
41149,3.95,85,Nordgående
41143,3.932,85,Nordgående
41137,3.914,85,Nordgående
41131,3.896,85,Nordgående
41125,3.878,85,Nordgående
41119,3.86,85,Nordgående
41113,3.842,85,Nordgående
41107,3.824,85,Nordgående
41101,3.806,85,Nordgående
41095,3.788,85,Nordgående
41089,3.77,85,Nordgående
41083,3.752,85,Nordgående
41077,3.734,85,Nordgående
41071,3.716,85,Nordgående
41065,3.698,85,Nordgående
41059,3.68,85,Nordgående
41053,3.662,85,Nordgående
41047,3.644,85,Nordgående
41041,3.627,85,Nordgående
41035,3.61,85,Nordgående
41029,3.594,85,Nordgående
41023,3.578,85,Nordgående
41017,3.563,85,Nordgående
41011,3.548,85,Nordgående
41005,3.534,85,Nordgående
40999,3.52,85,Nordgående
40993,3.507,85,Nordgående
40987,3.494,85,Nordgående
40981,3.482,85,Nordgående
40975,3.471,85,Nordgående
40969,3.461,85,Nordgående
40963,3.451,85,Nordgående
40957,3.442,85,Nordgående
40951,3.434,85,Nordgående
40945,3.427,85,Nordgående
40939,3.42,85,Nordgående
40933,3.414,85,Nordgående
40927,3.409,85,Nordgående
40921,3.405,85,Nordgående
40915,3.402,85,Nordgående
40909,3.4,85,Nordgående
40723,3.399,85,Nordgående
40717,3.398,85,Nordgående
40711,3.397,85,Nordgående
40705,3.395,85,Nordgående
40699,3.392,85,Nordgående
40693,3.387,85,Nordgående
40687,3.381,85,Nordgående
40681,3.374,85,Nordgående
40675,3.365,85,Nordgående
40669,3.355,85,Nordgående
40663,3.344,85,Nordgående
40657,3.332,85,Nordgående
