busbar_name,type [R or K],busbar_kilometering [km],voltage [V],timestamp [HH:MM:SS]
80-005.630-K-2-T3-T3-Fødekobler,K,5.63,-1734.2590304203516,12:00:00
80-005.630-K-2-T3-T3-Fødekobler,K,5.63,-1734.5583227342377,12:00:10
80-005.630-K-2-T3-T3-Fødekobler,K,5.63,-1731.3094880524263,12:00:20
80-005.630-K-2-T3-T3-Fødekobler,K,5.63,-1720.6065599057015,12:00:40
80-005.630-K-2-T3-T3-Fødekobler,K,5.63,-1725.5598112932082,12:00:50
80-005.630-K-2-T3-T3-Fødekobler,K,5.63,-1729.1265351400907,12:01:00
80-005.630-K-2-T3-T3-Fødekobler,K,5.63,-1739.899242324755,12:01:10
80-005.654-K-2-O1-O1-Fødekobler,K,5.654,-1734.2606097555415,12:00:00
80-005.654-K-2-O1-O1-Fødekobler,K,5.654,-1734.5593917989747,12:00:10
80-005.654-K-2-O1-O1-Fødekobler,K,5.654,-1731.3104313510478,12:00:20
80-005.654-K-2-O1-O1-Fødekobler,K,5.654,-1720.6117009963525,12:00:40
80-005.654-K-2-O1-O1-Fødekobler,K,5.654,-1725.5637551695631,12:00:50
80-005.654-K-2-O1-O1-Fødekobler,K,5.654,-1729.1256127906106,12:01:00
80-005.654-K-2-O1-O1-Fødekobler,K,5.654,-1739.8976067181807,12:01:10
80-006.629-K-1-O2-O1-32-BB,K,6.629,-1734.5048657748894,12:00:00
80-006.629-K-1-T1-T3-31-BB,K,6.629,-1734.5081206561256,12:00:00
80-006.629-K-T2-T2-BB,K,6.629,-1734.5081206559362,12:00:00
80-006.629-K-1-O2-O1-32-BB,K,6.629,-1734.7247307432604,12:00:10
80-006.629-K-1-T1-T3-31-BB,K,6.629,-1734.726934000937,12:00:10
80-006.629-K-T2-T2-BB,K,6.629,-1734.7269340007479,12:00:10
80-006.629-K-1-O2-O1-32-BB,K,6.629,-1731.4563196415925,12:00:20
80-006.629-K-1-T1-T3-31-BB,K,6.629,-1731.458263706138,12:00:20
80-006.629-K-T2-T2-BB,K,6.629,-1731.4582637059493,12:00:20
80-006.629-K-1-O2-O1-32-BB,K,6.629,-1721.4068086405136,12:00:40
80-006.629-K-1-T1-T3-31-BB,K,6.629,-1721.4174039919897,12:00:40
80-006.629-K-T2-T2-BB,K,6.629,-1721.4174039918018,12:00:40
80-006.629-K-1-O2-O1-32-BB,K,6.629,-1726.173704835317,12:00:50
80-006.629-K-1-T1-T3-31-BB,K,6.629,-1726.181832831571,12:00:50
80-006.629-K-T2-T2-BB,K,6.629,-1726.1818328313827,12:00:50
80-006.629-K-1-O2-O1-32-BB,K,6.629,-1728.982964909354,12:01:00
80-006.629-K-1-T1-T3-31-BB,K,6.629,-1728.9810640344463,12:01:00
80-006.629-K-T2-T2-BB,K,6.629,-1728.9810640342575,12:01:00
80-006.629-K-1-O2-O1-32-BB,K,6.629,-1739.6446483891664,12:01:10
80-006.629-K-1-T1-T3-31-BB,K,6.629,-1739.641277552812,12:01:10
80-006.629-K-T2-T2-BB,K,6.629,-1739.6412775526221,12:01:10
80-007.426-K-1-O2-O2-Fødekobler,K,7.426,-1734.7045297090751,12:00:00
80-007.426-K-1-T1-T1-Fødekobler,K,7.426,-1734.7068445843372,12:00:00
80-007.426-K-1-O2-O2-Fødekobler,K,7.426,-1734.8598850291232,12:00:10
80-007.426-K-1-T1-T1-Fødekobler,K,7.426,-1734.8614519897255,12:00:10
80-007.426-K-1-O2-O2-Fødekobler,K,7.426,-1731.5755742646659,12:00:20
80-007.426-K-1-T1-T1-Fødekobler,K,7.426,-1731.576956887089,12:00:20
80-007.426-K-1-O2-O2-Fødekobler,K,7.426,-1722.0567584509297,12:00:40
80-007.426-K-1-T1-T1-Fødekobler,K,7.426,-1722.064293869328,12:00:40
80-007.426-K-1-O2-O2-Fødekobler,K,7.426,-1726.672299872833,12:00:50
80-007.426-K-1-T1-T1-Fødekobler,K,7.426,-1726.6780805079648,12:00:50
80-007.426-K-1-O2-O2-Fødekobler,K,7.426,-1728.8663597149296,12:01:00
80-007.426-K-1-T1-T1-Fødekobler,K,7.426,-1728.8650078159699,12:01:00
80-007.426-K-1-O2-O2-Fødekobler,K,7.426,-1739.4378714793074,12:01:10
80-007.426-K-1-T1-T1-Fødekobler,K,7.426,-1739.4354741437633,12:01:10
