busbar_name,type [R or K],busbar_kilometering [km],voltage [V],timestamp [HH:MM:SS]
82-007.000-K-7-V1-V1,K,7.0,-1737.8395539756343,12:00:00
82-007.000-K-7-V1-V1,K,7.0,-1737.9474358032905,12:00:01
82-007.000-K-7-V1-V1,K,7.0,-1737.9372499287836,12:00:02
82-007.000-K-7-V1-V1,K,7.0,-1737.955220743824,12:00:03
82-007.000-K-7-V1-V1,K,7.0,-1737.9061655400524,12:00:04
82-007.000-K-7-V1-V1,K,7.0,-1737.861289614504,12:00:05
82-007.000-K-7-V1-V1,K,7.0,-1737.8215421099515,12:00:06
82-007.000-K-7-V1-V1,K,7.0,-1737.5513440403613,12:00:07
82-007.000-K-7-V1-V1,K,7.0,-1737.3667230882932,12:00:08
82-007.000-K-7-V1-V1,K,7.0,-1737.239557978448,12:00:09
82-007.744-K-7-V1-V1-71,K,7.744,-1737.5850655114048,12:00:00
82-007.744-K-7-V1-V1-71,K,7.744,-1737.7051168696846,12:00:01
82-007.744-K-7-V1-V1-71,K,7.744,-1737.7769621374239,12:00:02
82-007.744-K-7-V1-V1-71,K,7.744,-1737.804549985212,12:00:03
82-007.744-K-7-V1-V1-71,K,7.744,-1737.7549674791999,12:00:04
82-007.744-K-7-V1-V1-71,K,7.744,-1737.7108028189764,12:00:05
82-007.744-K-7-V1-V1-71,K,7.744,-1737.6806478325902,12:00:06
82-007.744-K-7-V1-V1-71,K,7.744,-1737.2994725444767,12:00:07
82-007.744-K-7-V1-V1-71,K,7.744,-1737.1301745707235,12:00:08
82-007.744-K-7-V1-V1-71,K,7.744,-1737.0740011846656,12:00:09
82-008.043-K-7-V1-V1,K,8.043,-1737.482791349284,12:00:00
82-008.043-K-7-V1-V1,K,8.043,-1737.6077334192232,12:00:01
82-008.043-K-7-V1-V1,K,8.043,-1737.712545501848,12:00:02
82-008.043-K-7-V1-V1,K,8.043,-1737.7439982591054,12:00:03
82-008.043-K-7-V1-V1,K,8.043,-1737.6942038399693,12:00:04
82-008.043-K-7-V1-V1,K,8.043,-1737.650325024262,12:00:05
82-008.043-K-7-V1-V1,K,8.043,-1737.62402509538,12:00:06
82-008.043-K-7-V1-V1,K,8.043,-1737.1982500940276,12:00:07
82-008.043-K-7-V1-V1,K,8.043,-1737.035110144836,12:00:08
82-008.043-K-7-V1-V1,K,8.043,-1737.007467033402,12:00:09
82-008.083-K-2-L4-L4-BB,K,8.083,-1737.4172826172396,12:00:00
82-008.083-K-2-L4-L4-BB,K,8.083,-1737.5444940493358,12:00:01
82-008.083-K-2-L4-L4-BB,K,8.083,-1737.673923473847,12:00:02
82-008.083-K-2-L4-L4-BB,K,8.083,-1737.7081962728334,12:00:03
82-008.083-K-2-L4-L4-BB,K,8.083,-1737.6582999251907,12:00:04
82-008.083-K-2-L4-L4-BB,K,8.083,-1737.6144270409195,12:00:05
82-008.083-K-2-L4-L4-BB,K,8.083,-1737.5909720306224,12:00:06
82-008.083-K-2-L4-L4-BB,K,8.083,-1737.1314173190706,12:00:07
82-008.083-K-2-L4-L4-BB,K,8.083,-1736.9729255363286,12:00:08
82-008.083-K-2-L4-L4-BB,K,8.083,-1736.966575775724,12:00:09
82-008.742-K-2-BR1-BR1,K,8.742,-1737.300892158454,12:00:00
82-008.742-K-2-BR1-BR1,K,8.742,-1737.4305977408535,12:00:01
82-008.742-K-2-BR1-BR1,K,8.742,-1737.6000848286326,12:00:02
82-008.742-K-2-BR1-BR1,K,8.742,-1737.6392632848479,12:00:03
82-008.742-K-2-BR1-BR1,K,8.742,-1737.5897373478733,12:00:04
82-008.742-K-2-BR1-BR1,K,8.742,-1737.5460260748011,12:00:05
82-008.742-K-2-BR1-BR1,K,8.742,-1737.5273775471424,12:00:06
82-008.742-K-2-BR1-BR1,K,8.742,-1737.0166340714363,12:00:07
82-008.742-K-2-BR1-BR1,K,8.742,-1736.8660092472862,12:00:08
82-008.742-K-2-BR1-BR1,K,8.742,-1736.8919194775347,12:00:09
82-010.495-K-2-L3-L4-21,K,10.495,-1735.5123332188275,12:00:00
82-010.495-K-2-L3-L4-21,K,10.495,-1735.6880058484578,12:00:01
82-010.495-K-2-L3-L4-21,K,10.495,-1736.6043958368725,12:00:02
82-010.495-K-2-L3-L4-21,K,10.495,-1736.727669206928,12:00:03
82-010.495-K-2-L3-L4-21,K,10.495,-1736.6754953701677,12:00:04
82-010.495-K-2-L3-L4-21,K,10.495,-1736.6281973234065,12:00:05
82-010.495-K-2-L3-L4-21,K,10.495,-1736.6950996216979,12:00:06
82-010.495-K-2-L3-L4-21,K,10.495,-1735.147397537376,12:00:07
82-010.495-K-2-L3-L4-21,K,10.495,-1735.1383641930822,12:00:08
82-010.495-K-2-L3-L4-21,K,10.495,-1735.8125213840565,12:00:09
82-010.649-K-1-BR2-BR1-22-BB,K,10.649,-1736.665061455549,12:00:00
82-010.649-K-1-BR2-BR1-22-BB,K,10.649,-1736.8090270984512,12:00:01
82-010.649-K-1-BR2-BR1-22-BB,K,10.649,-1737.20825798668,12:00:02
82-010.649-K-1-BR2-BR1-22-BB,K,10.649,-1737.2749593100941,12:00:03
82-010.649-K-1-BR2-BR1-22-BB,K,10.649,-1737.2267640005405,12:00:04
82-010.649-K-1-BR2-BR1-22-BB,K,10.649,-1737.1834312722713,12:00:05
82-010.649-K-1-BR2-BR1-22-BB,K,10.649,-1737.1920114049153,12:00:06
82-010.649-K-1-BR2-BR1-22-BB,K,10.649,-1736.3808286872538,12:00:07
82-010.649-K-1-BR2-BR1-22-BB,K,10.649,-1736.2749002749933,12:00:08
82-010.649-K-1-BR2-BR1-22-BB,K,10.649,-1736.4897150883637,12:00:09
82-010.731-K-2-L2-L3-23,K,10.731,-1735.3259451934641,12:00:00
82-010.731-K-2-L2-L3-23,K,10.731,-1735.5063594663868,12:00:01
82-010.731-K-2-L2-L3-23,K,10.731,-1736.499748919642,12:00:02
82-010.731-K-2-L2-L3-23,K,10.731,-1736.631730472366,12:00:03
82-010.731-K-2-L2-L3-23,K,10.731,-1736.579333796682,12:00:04
82-010.731-K-2-L2-L3-23,K,10.731,-1736.5317006179046,12:00:05
82-010.731-K-2-L2-L3-23,K,10.731,-1736.6074438476523,12:00:06
82-010.731-K-2-L2-L3-23,K,10.731,-1734.9532729398313,12:00:07
82-010.731-K-2-L2-L3-23,K,10.731,-1734.9588632251039,12:00:08
82-010.731-K-2-L2-L3-23,K,10.731,-1735.6996040207605,12:00:09
82-010.833-K-2-new_busbar,K,10.833,-1734.8623446601775,12:00:00
82-010.844-K-2-new_busbar,K,10.844,-1735.0630193274194,12:00:01
82-010.855-K-2-new_busbar,K,10.855,-1736.2492173005414,12:00:02
82-010.866-K-2-new_busbar,K,10.866,-1736.4065185299003,12:00:03
82-010.877-K-2-new_busbar,K,10.877,-1736.3580808678662,12:00:04
82-010.888-K-2-new_busbar,K,10.888,-1736.31417432376,12:00:05
82-010.899-K-2-new_busbar,K,10.899,-1736.4139327397663,12:00:06
82-010.910-K-2-new_busbar,K,10.91,-1734.533766566276,12:00:07
82-010.921-K-2-new_busbar,K,10.921,-1734.579325325334,12:00:08
82-010.932-K-2-new_busbar,K,10.932,-1735.4661140353896,12:00:09
82-011.420-K-2-L1-L2-25,K,11.42,-1734.9353277463179,12:00:00
82-011.420-K-2-L1-L2-25,K,11.42,-1735.140260911139,12:00:01
82-011.420-K-2-L1-L2-25,K,11.42,-1736.2906636424916,12:00:02
82-011.420-K-2-L1-L2-25,K,11.42,-1736.4461122758519,12:00:03
82-011.420-K-2-L1-L2-25,K,11.42,-1736.400762956904,12:00:04
82-011.420-K-2-L1-L2-25,K,11.42,-1736.359848847649,12:00:05
82-011.420-K-2-L1-L2-25,K,11.42,-1736.4560244428797,12:00:06
82-011.420-K-2-L1-L2-25,K,11.42,-1734.6606251479789,12:00:07
82-011.420-K-2-L1-L2-25,K,11.42,-1734.701040464773,12:00:08
82-011.420-K-2-L1-L2-25,K,11.42,-1735.536685846699,12:00:09
82-011.572-K-1-BR3-BR2-24,K,11.572,-1736.3573156677344,12:00:00
82-011.572-K-1-BR3-BR2-24,K,11.572,-1736.5081832700816,12:00:01
82-011.572-K-1-BR3-BR2-24,K,11.572,-1737.018611609994,12:00:02
82-011.572-K-1-BR3-BR2-24,K,11.572,-1737.0986341751136,12:00:03
82-011.572-K-1-BR3-BR2-24,K,11.572,-1737.0510828976344,12:00:04
82-011.572-K-1-BR3-BR2-24,K,11.572,-1737.0079333874355,12:00:05
82-011.572-K-1-BR3-BR2-24,K,11.572,-1737.029692363778,12:00:06
82-011.572-K-1-BR3-BR2-24,K,11.572,-1736.0730951538126,12:00:07
82-011.572-K-1-BR3-BR2-24,K,11.572,-1735.988800087414,12:00:08
82-011.572-K-1-BR3-BR2-24,K,11.572,-1736.295045913107,12:00:09
82-012.804-K-1-BR3-BR3-BB,K,12.804,-1735.9465437843805,12:00:00
82-012.804-K-1-BR3-GR1-82-BB,K,12.804,-1735.9468721414055,12:00:00
82-012.804-K-2-L1-L1-BB,K,12.804,-1735.9256084715337,12:00:00
82-012.804-K-2-L1-V3-81-BB,K,12.804,-1735.9260330004174,12:00:00
82-012.804-K-1-BR3-BR3-BB,K,12.804,-1736.1066239696042,12:00:01
82-012.804-K-1-BR3-GR1-82-BB,K,12.804,-1736.1067147506558,12:00:01
82-012.804-K-2-L1-L1-BB,K,12.804,-1736.0862997922688,12:00:01
82-012.804-K-2-L1-V3-81-BB,K,12.804,-1736.0867074435637,12:00:01
82-012.804-K-1-BR3-BR3-BB,K,12.804,-1736.765476209194,12:00:02
82-012.804-K-1-BR3-GR1-82-BB,K,12.804,-1736.7648703866892,12:00:02
82-012.804-K-2-L1-L1-BB,K,12.804,-1736.7532586811653,12:00:02
82-012.804-K-2-L1-V3-81-BB,K,12.804,-1736.7534906106114,12:00:02
82-012.804-K-1-BR3-BR3-BB,K,12.804,-1736.8632796731831,12:00:03
82-012.804-K-1-BR3-GR1-82-BB,K,12.804,-1736.8626006325496,12:00:03
82-012.804-K-2-L1-L1-BB,K,12.804,-1736.8520218996252,12:00:03
82-012.804-K-2-L1-V3-81-BB,K,12.804,-1736.8522332106845,12:00:03
82-012.804-K-1-BR3-BR3-BB,K,12.804,-1736.8165880354652,12:00:04
82-012.804-K-1-BR3-GR1-82-BB,K,12.804,-1736.8159263272837,12:00:04
82-012.804-K-2-L1-L1-BB,K,12.804,-1736.8053661932338,12:00:04
82-012.804-K-2-L1-V3-81-BB,K,12.804,-1736.8055771254722,12:00:04
82-012.804-K-1-BR3-BR3-BB,K,12.804,-1736.7736830806853,12:00:05
82-012.804-K-1-BR3-GR1-82-BB,K,12.804,-1736.7730035445388,12:00:05
82-012.804-K-2-L1-L1-BB,K,12.804,-1736.7624832720264,12:00:05
82-012.804-K-2-L1-V3-81-BB,K,12.804,-1736.7626934144891,12:00:05
82-012.804-K-1-BR3-BR3-BB,K,12.804,-1736.8130328861744,12:00:06
82-012.804-K-1-BR3-GR1-82-BB,K,12.804,-1736.8122813704063,12:00:06
82-012.804-K-2-L1-L1-BB,K,12.804,-1736.802780321406,12:00:06
82-012.804-K-2-L1-V3-81-BB,K,12.804,-1736.8029701209941,12:00:06
82-012.804-K-1-BR3-BR3-BB,K,12.804,-1735.6623396272623,12:00:07
82-012.804-K-1-BR3-GR1-82-BB,K,12.804,-1735.6625396171526,12:00:07
82-012.804-K-2-L1-L1-BB,K,12.804,-1735.64147621378,12:00:07
82-012.804-K-2-L1-V3-81-BB,K,12.804,-1735.641896787482,12:00:07
82-012.804-K-1-BR3-BR3-BB,K,12.804,-1735.606920272515,12:00:08
82-012.804-K-1-BR3-GR1-82-BB,K,12.804,-1735.6069948064246,12:00:08
82-012.804-K-2-L1-L1-BB,K,12.804,-1735.5876395515195,12:00:08
82-012.804-K-2-L1-V3-81-BB,K,12.804,-1735.588026017746,12:00:08
82-012.804-K-1-BR3-BR3-BB,K,12.804,-1736.0352061916838,12:00:09
82-012.804-K-1-BR3-GR1-82-BB,K,12.804,-1736.034659904184,12:00:09
82-012.804-K-2-L1-L1-BB,K,12.804,-1736.022613565286,12:00:09
82-012.804-K-2-L1-V3-81-BB,K,12.804,-1736.0228541569047,12:00:09
82-012.8043-K-1-GR1-BB,K,12.8043,-1735.9470784970542,12:00:00
82-012.8043-K-1-GR1-BB,K,12.8043,-1736.1069120581976,12:00:01
82-012.8043-K-1-GR1-BB,K,12.8043,-1736.7649820350698,12:00:02
82-012.8043-K-1-GR1-BB,K,12.8043,-1736.8627022156134,12:00:03
82-012.8043-K-1-GR1-BB,K,12.8043,-1736.8160278244745,12:00:04
82-012.8043-K-1-GR1-BB,K,12.8043,-1736.773104580331,12:00:05
82-012.8043-K-1-GR1-BB,K,12.8043,-1736.8123724572272,12:00:06
82-012.8043-K-1-GR1-BB,K,12.8043,-1735.6627435001867,12:00:07
82-012.8043-K-1-GR1-BB,K,12.8043,-1735.6071822178553,12:00:08
82-012.8043-K-1-GR1-BB,K,12.8043,-1736.034775960729,12:00:09
82-012.843-K-1-V3-BB,K,12.843,-1735.93437606129,12:00:00
82-012.843-K-1-V3-BB,K,12.843,-1736.0946857579322,12:00:01
82-012.843-K-1-V3-BB,K,12.843,-1736.758006629747,12:00:02
